origin;destination;num_orders
DOVERA;CASALE CREMASCO VIDOLASCO;1
TRIGOLO;ANNICCO;1
SONCINO;OSTIANO;1
IZANO;CASALBUTTANO;1
DOVERA;IZANO;1
SAN BASSANO;TRESCORE CREMASCO;1
UNIONE MUNICIPIA;SESTO ED UNITI;1
PADERNO PONCHIELLI;CINGIA DE' BOTTI;1
CASALETTO VAPRIO;GUSSOLA;1
CREMONA. LA PICCOLA BIBLIOTECA;SERGNANO;1
ISOLA DOVARESE;RIVAROLO DEL RE;1
SPINO D'ADDA;CASALETTO VAPRIO;1
SPINO D'ADDA;UFF. BIB. CREMONA;1
VESCOVATO;UFF. BIB. CREMONA;1
CORTE DE' FRATI;CREMONA - CDA;1
GRONTARDO;Cremona - Anguissola (scolastica);1
PANDINO;Cremona-M.I.T.O.;1
CASTELVERDE;SAN DANIELE PO;1
VAIANO CREMASCO;CORTE DE' FRATI;1
BONEMERSE;RIVAROLO DEL RE;1
Cremona - Manin (scolastica);PESCAROLO ED UNITI;1
GUSSOLA;CASALE CREMASCO VIDOLASCO;1
UFF. BIB. CREMONA;PIANENGO;1
Cremona-M.I.T.O.;GRONTARDO;1
RICENGO;MARTIGNANA DI PO;1
VAIANO CREMASCO;ANNICCO;1
Cremona-A.R.T.E.;PERSICO DOSIMO;1
GENIVOLTA;ISOLA DOVARESE;1
CENTRO FUMETTO A. PAZIENZA;PERSICO DOSIMO;1
CASTELVERDE;UNIONE MUNICIPIA;1
CAPERGNANICA;SAN DANIELE PO;1
BONEMERSE;Cremona-M.I.T.O.;1
PERSICO DOSIMO;PALAZZO PIGNANO;1
SORESINA;OSTIANO;1
OSTIANO;Cremona-M.I.T.O.;1
MONTE CREMASCO;SAN DANIELE PO;1
MADIGNANO;ANNICCO;1
UFF. BIB. CREMONA;SONCINO;1
Cremona-M.I.T.O.;Cremona-M.I.T.O.;1
OSTIANO;MARTIGNANA DI PO;1
CAMISANO;SORESINA;1
DOVERA;CASALETTO VAPRIO;1
DOVERA;Cremona-A.R.T.E.;1
SAN GIOVANNI IN CROCE;UFF. BIB. CREMONA;1
Cremona - Manin (scolastica);CREMONA - CDA;1
BONEMERSE;CREMONA. LA PICCOLA BIBLIOTECA;1
CORTE DE' FRATI;MONTODINE;1
GRUMELLO CREMONESE;PIADENA DRIZZONA;1
Cremona - Manin (scolastica);TRIGOLO;1
Cremona - Anguissola (scolastica);SONCINO;1
Cremona - Anguissola (scolastica);SAN GIOVANNI IN CROCE;1
SESTO ED UNITI;OSTIANO;1
CASTELVERDE;MARTIGNANA DI PO;1
PANDINO;GRONTARDO;1
PERSICO DOSIMO;RIVAROLO DEL RE;1
RIPALTA CREMASCA;CASALE CREMASCO VIDOLASCO;1
VAILATE;CAPERGNANICA;1
RIPALTA CREMASCA;DOVERA;1
MONTODINE;ANNICCO;1
CASALETTO VAPRIO;ANNICCO;1
SONCINO;CASTELVERDE;1
ANNICCO;CAMISANO;1
ROMANENGO;PADERNO PONCHIELLI;1
RIVOLTA D'ADDA;VAILATE;1
MONTODINE;CASTELVERDE;1
PADERNO PONCHIELLI;SERGNANO;1
PANDINO;MARTIGNANA DI PO;1
BAGNOLO CREMASCO;CALVATONE;1
CASTELLEONE;VAILATE;1
CINGIA DE' BOTTI;SESTO ED UNITI;1
CAPRALBA;IZANO;1
SAN BASSANO;PALAZZO PIGNANO;1
SESTO ED UNITI;GRUMELLO CREMONESE;1
GRONTARDO;SESTO ED UNITI;1
CASTELVERDE;ROMANENGO;1
CAPRALBA;CALVATONE;1
CENTRO FUMETTO A. PAZIENZA;VAILATE;1
MONTODINE;GENIVOLTA;1
SOSPIRO;CAMISANO;1
CASALETTO CEREDANO;PESCAROLO ED UNITI;1
GRUMELLO CREMONESE;GENIVOLTA;1
GRUMELLO CREMONESE;CASTELVERDE;1
GRONTARDO;GRUMELLO CREMONESE;1
CASALETTO CEREDANO;BRESCIA;1
OSTIANO;SERGNANO;1
CASALETTO CEREDANO;RICENGO;1
SONCINO;TORRICELLA DEL PIZZO;1
FIESCO;GRONTARDO;1
Agnadello;VAILATE;1
GUSSOLA;GRONTARDO;1
MONTE CREMASCO;GADESCO PIEVE DELMONA;1
PALAZZO PIGNANO;CASALE CREMASCO VIDOLASCO;1
BONEMERSE;ANNICCO;1
GRUMELLO CREMONESE;PIANENGO;1
SOLAROLO RAINERIO;VAILATE;1
VESCOVATO;VAILATE;1
OSTIANO;RIVAROLO DEL RE;1
SPINO D'ADDA;CALVATONE;1
PANDINO;CALVATONE;1
CENTRO FUMETTO A. PAZIENZA;GRUMELLO CREMONESE;1
SAN BASSANO;PIANENGO;1
MONTE CREMASCO;FIESCO;1
GRUMELLO CREMONESE;VAIANO CREMASCO;1
CAMISANO;TRIGOLO;1
PADERNO PONCHIELLI;GUSSOLA;1
BAGNOLO CREMASCO;PADERNO PONCHIELLI;1
Agnadello;TORRICELLA DEL PIZZO;1
CASALE CREMASCO VIDOLASCO;MADIGNANO;1
GRONTARDO;GENIVOLTA;1
VAILATE;SESTO ED UNITI;1
DOVERA;SESTO ED UNITI;1
TRIGOLO;VESCOVATO;1
OFFANENGO;SAN BASSANO;1
SERGNANO;CALVATONE;1
MONTE CREMASCO;PADERNO PONCHIELLI;1
RICENGO;GRUMELLO CREMONESE;1
TRIGOLO;CAMISANO;1
GENIVOLTA;TRESCORE CREMASCO;1
CASALBUTTANO;CAMISANO;1
PIZZIGHETTONE;IZANO;1
PESCAROLO ED UNITI;TORRICELLA DEL PIZZO;1
RIPALTA CREMASCA;BONEMERSE;1
ANNICCO;DOVERA;1
CAPRALBA;MARTIGNANA DI PO;1
PADERNO PONCHIELLI;CASALBUTTANO;1
IZANO;GUSSOLA;1
IZANO;GRUMELLO CREMONESE;1
VAIANO CREMASCO;MARTIGNANA DI PO;1
SESTO ED UNITI;TRIGOLO;1
CASTELVERDE;GRUMELLO CREMONESE;1
DOVERA;CASTELVERDE;1
CASALETTO VAPRIO;SERGNANO;1
RIPALTA CREMASCA;MARTIGNANA DI PO;1
Agnadello;UNIONE MUNICIPIA;1
MONTODINE;RICENGO;1
CASALE CREMASCO VIDOLASCO;TRESCORE CREMASCO;1
SPINO D'ADDA;CASALETTO CEREDANO;1
TRIGOLO;CASALBUTTANO;1
ROMANENGO;GRONTARDO;1
PESCAROLO ED UNITI;MARTIGNANA DI PO;1
VAILATE;RIVAROLO DEL RE;1
MARTIGNANA DI PO;FIESCO;1
OSTIANO;PALAZZO PIGNANO;1
MONTODINE;TRIGOLO;1
SOLAROLO RAINERIO;SESTO ED UNITI;1
CREMA;CALVATONE;1
CAMISANO;GRUMELLO CREMONESE;1
UNIONE MUNICIPIA;CASALBUTTANO;1
GENIVOLTA;SAN GIOVANNI IN CROCE;1
CENTRO FUMETTO A. PAZIENZA;BONEMERSE;1
SESTO ED UNITI;CAPERGNANICA;1
UNIONE MUNICIPIA;FIESCO;1
ANNICCO;BAGNOLO CREMASCO;1
CASALBUTTANO;CASALMAGGIORE;1
VESCOVATO;ANNICCO;1
IZANO;GRONTARDO;1
CREMONA - CDA;GADESCO PIEVE DELMONA;1
CASALE CREMASCO VIDOLASCO;SOSPIRO;1
CASALETTO CEREDANO;CREMONA - CDA;1
SOSPIRO;Cremona - Anguissola (scolastica);1
PERSICO DOSIMO;SESTO ED UNITI;1
CAMISANO;IZANO;1
CAMISANO;MONTODINE;1
CREMONA - CDA;GUSSOLA;1
UNIONE MUNICIPIA;IZANO;1
MONTODINE;ISOLA DOVARESE;1
SORESINA;RIVAROLO DEL RE;1
VAIANO CREMASCO;RIVAROLO DEL RE;1
CASALE CREMASCO VIDOLASCO;CASALE CREMASCO VIDOLASCO;1
UNIONE MUNICIPIA;ANNICCO;1
VAIANO CREMASCO;GRUMELLO CREMONESE;1
GUSSOLA;GENIVOLTA;1
GENIVOLTA;PIADENA DRIZZONA;1
PADERNO PONCHIELLI;DOVERA;1
CASALE CREMASCO VIDOLASCO;SERGNANO;1
UNIONE MUNICIPIA;GADESCO PIEVE DELMONA;1
SOSPIRO;GRUMELLO CREMONESE;1
CAMISANO;PERSICO DOSIMO;1
SAN BASSANO;CINGIA DE' BOTTI;1
GUSSOLA;RIVAROLO DEL RE;1
PADERNO PONCHIELLI;MARTIGNANA DI PO;1
MONTODINE;IZANO;1
GRUMELLO CREMONESE;FIESCO;1
Agnadello;GENIVOLTA;1
SOSPIRO;GENIVOLTA;1
CREMONA - CDA;ANNICCO;1
TRIGOLO;VAIANO CREMASCO;1
CASALETTO CEREDANO;DOVERA;1
CASALBUTTANO;CASTELVERDE;1
CASALETTO CEREDANO;RIPALTA CREMASCA;1
BAGNOLO CREMASCO;CASALETTO CEREDANO;1
SESTO ED UNITI;TORRICELLA DEL PIZZO;1
CASALETTO CEREDANO;CASTELLEONE;1
OSTIANO;BONEMERSE;1
PADERNO PONCHIELLI;PESCAROLO ED UNITI;1
CREMONA - CDA;CENTRO FUMETTO A. PAZIENZA;1
BAGNOLO CREMASCO;SAN BASSANO;1
CASALE CREMASCO VIDOLASCO;BONEMERSE;1
CASALE CREMASCO VIDOLASCO;PIANENGO;1
SESTO ED UNITI;ROMANENGO;1
MADIGNANO;RIVAROLO DEL RE;1
SOSPIRO;CENTRO FUMETTO A. PAZIENZA;1
GADESCO PIEVE DELMONA;RIVAROLO DEL RE;1
Agnadello;IZANO;1
BONEMERSE;CASALMAGGIORE;1
SAN BASSANO;PANDINO;1
SAN BASSANO;SOLAROLO RAINERIO;1
CASALE CREMASCO VIDOLASCO;DOVERA;1
CASTELVERDE;CASALBUTTANO;1
SERGNANO;PADERNO PONCHIELLI;1
SAN BASSANO;RIPALTA CREMASCA;1
DOVERA;ANNICCO;1
SPINO D'ADDA;PADERNO PONCHIELLI;1
PANDINO;CASALE CREMASCO VIDOLASCO;1
OFFANENGO;GENIVOLTA;1
CINGIA DE' BOTTI;GADESCO PIEVE DELMONA;1
SAN BASSANO;TRIGOLO;1
SOSPIRO;GRONTARDO;1
Agnadello;Cremona-M.I.T.O.;1
PERSICO DOSIMO;ROMANENGO;1
SPINO D'ADDA;IZANO;1
PESCAROLO ED UNITI;CASALETTO CEREDANO;1
SERGNANO;TORRICELLA DEL PIZZO;1
BRESCIA;CASALETTO CEREDANO;1
CREMOSANO;FIESCO;1
GENIVOLTA;SOSPIRO;1
CAMISANO;VESCOVATO;1
BAGNOLO CREMASCO;CREMOSANO;1
RIPALTA CREMASCA;UFF. BIB. CREMONA;1
TRIGOLO;SESTO ED UNITI;1
TRIGOLO;GADESCO PIEVE DELMONA;1
ANNICCO;PESCAROLO ED UNITI;1
MONTODINE;SAN GIOVANNI IN CROCE;1
MARTIGNANA DI PO;CORTE DE' FRATI;1
PANDINO;CASALETTO VAPRIO;1
SAN GIOVANNI IN CROCE;CREMOSANO;1
CREMOSANO;CENTRO FUMETTO A. PAZIENZA;1
IZANO;CASTELVERDE;1
UNIONE MUNICIPIA;CASALETTO CEREDANO;1
CAPRALBA;SAN DANIELE PO;1
CAPERGNANICA;Cremona - Manin (scolastica);1
SONCINO;GRUMELLO CREMONESE;1
RIPALTA CREMASCA;GRONTARDO;1
MONTE CREMASCO;BONEMERSE;1
VAILATE;CASALBUTTANO;1
OFFANENGO;CASALETTO CEREDANO;1
FIESCO;CASALETTO CEREDANO;1
MADIGNANO;CREMOSANO;1
CASALMAGGIORE;CASALETTO CEREDANO;1
PADERNO PONCHIELLI;PIADENA DRIZZONA;1
CORTE DE' FRATI;PIZZIGHETTONE;1
CREMONA. LA PICCOLA BIBLIOTECA;PIANENGO;1
PIANENGO;MARTIGNANA DI PO;1
CAPERGNANICA;SESTO ED UNITI;1
ANNICCO;SPINO D'ADDA;1
OSTIANO;CASTELVERDE;1
MADIGNANO;Cremona - Manin (scolastica);1
PERSICO DOSIMO;IZANO;1
BONEMERSE;SESTO ED UNITI;1
CREMONA. LA PICCOLA BIBLIOTECA;PIADENA DRIZZONA;1
CASALBUTTANO;TRIGOLO;1
CASALBUTTANO;TRESCORE CREMASCO;1
PADERNO PONCHIELLI;CASTELVERDE;1
RICENGO;Cremona - Anguissola (scolastica);1
CORTE DE' FRATI;CAPERGNANICA;1
GRUMELLO CREMONESE;Cremona-M.I.T.O.;1
DOVERA;Cremona-M.I.T.O.;1
Cremona - Manin (scolastica);SPINO D'ADDA;1
GRUMELLO CREMONESE;SAN DANIELE PO;1
ANNICCO;RIVOLTA D'ADDA;1
MARTIGNANA DI PO;CASALETTO VAPRIO;1
CASALETTO VAPRIO;VAIANO CREMASCO;1
CASALMAGGIORE;SAN DANIELE PO;1
ANNICCO;VESCOVATO;1
CREMA;CREMOSANO;1
CREMOSANO;SOLAROLO RAINERIO;1
VAIANO CREMASCO;GADESCO PIEVE DELMONA;1
CASALE CREMASCO VIDOLASCO;RIPALTA CREMASCA;1
BONEMERSE;CAPRALBA;1
VAIANO CREMASCO;CASALBUTTANO;1
PIADENA DRIZZONA;CREMOSANO;1
SOSPIRO;VAILATE;1
GADESCO PIEVE DELMONA;PADERNO PONCHIELLI;1
CASALE CREMASCO VIDOLASCO;ISOLA DOVARESE;1
CORTE DE' FRATI;MADIGNANO;1
GENIVOLTA;CASALBUTTANO;1
FIESCO;CORTE DE' FRATI;1
PADERNO PONCHIELLI;TRESCORE CREMASCO;1
BONEMERSE;GRONTARDO;1
SONCINO;MARTIGNANA DI PO;1
IZANO;SAN GIOVANNI IN CROCE;1
GADESCO PIEVE DELMONA;CORTE DE' FRATI;1
MONTODINE;SOLAROLO RAINERIO;1
BONEMERSE;FIESCO;1
GADESCO PIEVE DELMONA;SAN DANIELE PO;1
SAN GIOVANNI IN CROCE;GENIVOLTA;1
GRUMELLO CREMONESE;GADESCO PIEVE DELMONA;1
PIANENGO;CAMISANO;1
SESTO ED UNITI;CAMISANO;1
TRIGOLO;RIVAROLO DEL RE;1
ANNICCO;SERGNANO;1
SAN BASSANO;BAGNOLO CREMASCO;1
ROMANENGO;GENIVOLTA;1
GADESCO PIEVE DELMONA;TORRICELLA DEL PIZZO;1
SESTO ED UNITI;VAIANO CREMASCO;1
SAN BASSANO;BRESCIA;1
BAGNOLO CREMASCO;SESTO ED UNITI;1
CREMA;TORRICELLA DEL PIZZO;1
CREMONA - CDA;VAIANO CREMASCO;1
CASALE CREMASCO VIDOLASCO;UNIONE MUNICIPIA;1
GUSSOLA;GRUMELLO CREMONESE;1
CASALE CREMASCO VIDOLASCO;FIESCO;1
VAILATE;IZANO;1
ROMANENGO;TRIGOLO;1
UNIONE MUNICIPIA;RIVAROLO DEL RE;1
SAN BASSANO;CASTELLEONE;1
RICENGO;CASALBUTTANO;1
PIANENGO;GENIVOLTA;1
MONTODINE;GUSSOLA;1
PADERNO PONCHIELLI;CASALMAGGIORE;1
CASALMAGGIORE;GENIVOLTA;1
IZANO;GENIVOLTA;1
PANDINO;GENIVOLTA;1
PADERNO PONCHIELLI;GRUMELLO CREMONESE;1
CASALETTO VAPRIO;SOLAROLO RAINERIO;1
GENIVOLTA;PERSICO DOSIMO;1
CASALE CREMASCO VIDOLASCO;GRONTARDO;1
CASALETTO VAPRIO;CAMISANO;1
PIADENA DRIZZONA;VAILATE;1
GENIVOLTA;GUSSOLA;1
GENIVOLTA;MARTIGNANA DI PO;1
VESCOVATO;SESTO ED UNITI;1
CAPERGNANICA;MARTIGNANA DI PO;1
ROMANENGO;RIVAROLO DEL RE;1
ANNICCO;PIZZIGHETTONE;1
PADERNO PONCHIELLI;TRIGOLO;1
SAN BASSANO;OFFANENGO;1
GRONTARDO;CALVATONE;1
RICENGO;GADESCO PIEVE DELMONA;1
VESCOVATO;CORTE DE' FRATI;1
SORESINA;CORTE DE' FRATI;1
PADERNO PONCHIELLI;SPINO D'ADDA;1
TRESCORE CREMASCO;RIVAROLO DEL RE;1
VESCOVATO;CALVATONE;1
CASALMAGGIORE;CASALE CREMASCO VIDOLASCO;1
SOSPIRO;SESTO ED UNITI;1
SAN BASSANO;SORESINA;1
SESTO ED UNITI;RIVOLTA D'ADDA;1
BONEMERSE;ROMANENGO;1
VAILATE;MARTIGNANA DI PO;1
GENIVOLTA;SERGNANO;1
SOSPIRO;CASTELVERDE;1
ROMANENGO;CASALBUTTANO;1
CREMONA. LA PICCOLA BIBLIOTECA;PIZZIGHETTONE;1
CINGIA DE' BOTTI;CASALBUTTANO;1
CASALBUTTANO;CAPRALBA;1
PIANENGO;CASALBUTTANO;1
CAMISANO;PESCAROLO ED UNITI;1
CASALE CREMASCO VIDOLASCO;PALAZZO PIGNANO;1
CASALMAGGIORE;TORRICELLA DEL PIZZO;1
ANNICCO;TRESCORE CREMASCO;1
SAN BASSANO;SERGNANO;1
PANDINO;PADERNO PONCHIELLI;1
IZANO;PIZZIGHETTONE;1
GRUMELLO CREMONESE;PIZZIGHETTONE;1
PIANENGO;PADERNO PONCHIELLI;1
BONEMERSE;VAIANO CREMASCO;1
CAPERGNANICA;CASALE CREMASCO VIDOLASCO;1
MARTIGNANA DI PO;CASALE CREMASCO VIDOLASCO;1
TRIGOLO;MARTIGNANA DI PO;1
RIVOLTA D'ADDA;CALVATONE;1
CASALE CREMASCO VIDOLASCO;ROMANENGO;1
SESTO ED UNITI;MADIGNANO;1
VAILATE;GADESCO PIEVE DELMONA;1
