;start;start_day;destination;destination_day;product
811;Crema, Civerchi, 9;3;Castelleone, Roma, 67;0;864
812;Crema, Civerchi, 9;3;Castelleone, Roma, 67;2;1296
813;Crema, Civerchi, 9;4;Castelleone, Roma, 67;0;648
814;Crema, Civerchi, 9;4;Castelleone, Roma, 67;2;1080
815;Crema, Civerchi, 9;1;Castelverde, Ubaldo Ferrari, 15;2;11
816;Crema, Civerchi, 9;2;Castelverde, Ubaldo Ferrari, 15;2;77
817;Crema, Civerchi, 9;3;Castelverde, Ubaldo Ferrari, 15;2;66
818;Crema, Civerchi, 9;4;Castelverde, Ubaldo Ferrari, 15;2;55
819;Crema, Civerchi, 9;1;Crema, Civerchi, 9;1;9919
820;Crema, Civerchi, 9;1;Crema, Civerchi, 9;2;1417
821;Crema, Civerchi, 9;1;Crema, Civerchi, 9;3;2834
822;Crema, Civerchi, 9;1;Crema, Civerchi, 9;4;4251
823;Crema, Civerchi, 9;2;Crema, Civerchi, 9;1;8502
824;Crema, Civerchi, 9;2;Crema, Civerchi, 9;2;9919
825;Crema, Civerchi, 9;2;Crema, Civerchi, 9;3;1417
826;Crema, Civerchi, 9;2;Crema, Civerchi, 9;4;2834
827;Crema, Civerchi, 9;3;Crema, Civerchi, 9;1;7085
828;Crema, Civerchi, 9;3;Crema, Civerchi, 9;2;8502
829;Crema, Civerchi, 9;3;Crema, Civerchi, 9;3;9919
830;Crema, Civerchi, 9;3;Crema, Civerchi, 9;4;1417
831;Crema, Civerchi, 9;4;Crema, Civerchi, 9;1;5668
832;Crema, Civerchi, 9;4;Crema, Civerchi, 9;2;7085
833;Crema, Civerchi, 9;4;Crema, Civerchi, 9;3;8502
834;Crema, Civerchi, 9;4;Crema, Civerchi, 9;4;9919
835;Crema, Civerchi, 9;1;Cremona, Ugolani Dati, 4;1;21
836;Crema, Civerchi, 9;1;Cremona, Ugolani Dati, 4;3;6
837;Crema, Civerchi, 9;2;Cremona, Ugolani Dati, 4;1;18
838;Crema, Civerchi, 9;2;Cremona, Ugolani Dati, 4;3;3
839;Crema, Civerchi, 9;3;Cremona, Ugolani Dati, 4;1;15
840;Crema, Civerchi, 9;3;Cremona, Ugolani Dati, 4;3;21
841;Crema, Civerchi, 9;4;Cremona, Ugolani Dati, 4;1;12
842;Crema, Civerchi, 9;4;Cremona, Ugolani Dati, 4;3;18
843;Crema, Civerchi, 9;1;Dovera, Oldrini 2;4;279
844;Crema, Civerchi, 9;2;Dovera, Oldrini 2;4;186
845;Crema, Civerchi, 9;3;Dovera, Oldrini 2;4;93
846;Crema, Civerchi, 9;4;Dovera, Oldrini 2;4;651
847;Crema, Civerchi, 9;1;Grontardo, Roma, 16;3;28
848;Crema, Civerchi, 9;2;Grontardo, Roma, 16;3;14
849;Crema, Civerchi, 9;3;Grontardo, Roma, 16;3;98
850;Crema, Civerchi, 9;4;Grontardo, Roma, 16;3;84
851;Crema, Civerchi, 9;1;Grumello Cremonese ed Uniti, Roma, 2;0;72
852;Crema, Civerchi, 9;2;Grumello Cremonese ed Uniti, Roma, 2;0;60
853;Crema, Civerchi, 9;3;Grumello Cremonese ed Uniti, Roma, 2;0;48
854;Crema, Civerchi, 9;4;Grumello Cremonese ed Uniti, Roma, 2;0;36
855;Crema, Civerchi, 9;1;Isola Dovarese, Giacomo Matteotti, 1;3;146
856;Crema, Civerchi, 9;2;Isola Dovarese, Giacomo Matteotti, 1;3;73
857;Crema, Civerchi, 9;3;Isola Dovarese, Giacomo Matteotti, 1;3;511
858;Crema, Civerchi, 9;4;Isola Dovarese, Giacomo Matteotti, 1;3;438
859;Crema, Civerchi, 9;1;Izano, Gerardo da Izano, 4/C;3;20
860;Crema, Civerchi, 9;2;Izano, Gerardo da Izano, 4/C;3;10
861;Crema, Civerchi, 9;3;Izano, Gerardo da Izano, 4/C;3;70
862;Crema, Civerchi, 9;4;Izano, Gerardo da Izano, 4/C;3;60
863;Crema, Civerchi, 9;1;Madignano, Portici, 4;2;261
864;Crema, Civerchi, 9;2;Madignano, Portici, 4;2;1827
865;Crema, Civerchi, 9;3;Madignano, Portici, 4;2;1566
866;Crema, Civerchi, 9;4;Madignano, Portici, 4;2;1305
867;Crema, Civerchi, 9;1;Monte Cremasco, Roma, 12;4;537
868;Crema, Civerchi, 9;2;Monte Cremasco, Roma, 12;4;358
869;Crema, Civerchi, 9;3;Monte Cremasco, Roma, 12;4;179
870;Crema, Civerchi, 9;4;Monte Cremasco, Roma, 12;4;1253
871;Crema, Civerchi, 9;1;Montodine,  XXV Aprile, 10;0;480
872;Crema, Civerchi, 9;2;Montodine,  XXV Aprile, 10;0;400
873;Crema, Civerchi, 9;3;Montodine,  XXV Aprile, 10;0;320
874;Crema, Civerchi, 9;4;Montodine,  XXV Aprile, 10;0;240
875;Crema, Civerchi, 9;1;Offanengo, Clavelli Martini, 5;3;1182
876;Crema, Civerchi, 9;2;Offanengo, Clavelli Martini, 5;3;591
877;Crema, Civerchi, 9;3;Offanengo, Clavelli Martini, 5;3;4137
878;Crema, Civerchi, 9;4;Offanengo, Clavelli Martini, 5;3;3546
879;Crema, Civerchi, 9;1;Ostiano, Mazzini, 1;1;21
880;Crema, Civerchi, 9;1;Ostiano, Mazzini, 1;3;6
881;Crema, Civerchi, 9;2;Ostiano, Mazzini, 1;1;18
882;Crema, Civerchi, 9;2;Ostiano, Mazzini, 1;3;3
883;Crema, Civerchi, 9;3;Ostiano, Mazzini, 1;1;15
884;Crema, Civerchi, 9;3;Ostiano, Mazzini, 1;3;21
885;Crema, Civerchi, 9;4;Ostiano, Mazzini, 1;1;12
886;Crema, Civerchi, 9;4;Ostiano, Mazzini, 1;3;18
887;Crema, Civerchi, 9;1;Palazzo Pignano, Marco Polo, 31;2;102
888;Crema, Civerchi, 9;2;Palazzo Pignano, Marco Polo, 31;2;714
889;Crema, Civerchi, 9;3;Palazzo Pignano, Marco Polo, 31;2;612
890;Crema, Civerchi, 9;4;Palazzo Pignano, Marco Polo, 31;2;510
891;Crema, Civerchi, 9;1;Pandino, Castello, 15;2;285
892;Crema, Civerchi, 9;1;Pandino, Castello, 15;4;855
893;Crema, Civerchi, 9;2;Pandino, Castello, 15;2;1995
894;Crema, Civerchi, 9;2;Pandino, Castello, 15;4;570
895;Crema, Civerchi, 9;3;Pandino, Castello, 15;2;1710
896;Crema, Civerchi, 9;3;Pandino, Castello, 15;4;285
897;Crema, Civerchi, 9;4;Pandino, Castello, 15;2;1425
898;Crema, Civerchi, 9;4;Pandino, Castello, 15;4;1995
899;Crema, Civerchi, 9;1;Persico Dosimo, Albert ,7;1;770
900;Crema, Civerchi, 9;1;Persico Dosimo, Albert ,7;3;220
901;Crema, Civerchi, 9;2;Persico Dosimo, Albert ,7;1;660
902;Crema, Civerchi, 9;2;Persico Dosimo, Albert ,7;3;110
903;Crema, Civerchi, 9;3;Persico Dosimo, Albert ,7;1;550
904;Crema, Civerchi, 9;3;Persico Dosimo, Albert ,7;3;770
905;Crema, Civerchi, 9;4;Persico Dosimo, Albert ,7;1;440
906;Crema, Civerchi, 9;4;Persico Dosimo, Albert ,7;3;660
907;Crema, Civerchi, 9;1;Piadena, Platina, 40;3;240
908;Crema, Civerchi, 9;2;Piadena, Platina, 40;3;120
909;Crema, Civerchi, 9;3;Piadena, Platina, 40;3;840
910;Crema, Civerchi, 9;4;Piadena, Platina, 40;3;720
911;Crema, Civerchi, 9;1;Pizzighettone, Giuseppe Garibaldi, 18;0;384
912;Crema, Civerchi, 9;2;Pizzighettone, Giuseppe Garibaldi, 18;0;320
913;Crema, Civerchi, 9;3;Pizzighettone, Giuseppe Garibaldi, 18;0;256
914;Crema, Civerchi, 9;4;Pizzighettone, Giuseppe Garibaldi, 18;0;192
915;Crema, Civerchi, 9;1;Manerbio, INSURREZIONE NAZIONALE;3;5080
916;Crema, Civerchi, 9;2;Manerbio, INSURREZIONE NAZIONALE;3;2540
917;Crema, Civerchi, 9;3;Manerbio, INSURREZIONE NAZIONALE;3;17780
918;Crema, Civerchi, 9;4;Manerbio, INSURREZIONE NAZIONALE;3;15240
919;Crema, Civerchi, 9;1;Ricengo, Guglielmo Marconi;0;720
920;Crema, Civerchi, 9;2;Ricengo, Guglielmo Marconi;0;600
921;Crema, Civerchi, 9;3;Ricengo, Guglielmo Marconi;0;480
922;Crema, Civerchi, 9;4;Ricengo, Guglielmo Marconi;0;360
923;Crema, Civerchi, 9;1;Ripalta Cremasca, Roma, 5;0;1104
924;Crema, Civerchi, 9;2;Ripalta Cremasca, Roma, 5;0;920
925;Crema, Civerchi, 9;3;Ripalta Cremasca, Roma, 5;0;736
926;Crema, Civerchi, 9;4;Ripalta Cremasca, Roma, 5;0;552
927;Crema, Civerchi, 9;1;Rivolta d'Adda, Stefano Renzi, 5;2;249
928;Crema, Civerchi, 9;1;Rivolta d'Adda, Stefano Renzi, 5;4;747
929;Crema, Civerchi, 9;2;Rivolta d'Adda, Stefano Renzi, 5;2;1743
930;Crema, Civerchi, 9;2;Rivolta d'Adda, Stefano Renzi, 5;4;498
931;Crema, Civerchi, 9;3;Rivolta d'Adda, Stefano Renzi, 5;2;1494
932;Crema, Civerchi, 9;3;Rivolta d'Adda, Stefano Renzi, 5;4;249
933;Crema, Civerchi, 9;4;Rivolta d'Adda, Stefano Renzi, 5;2;1245
934;Crema, Civerchi, 9;4;Rivolta d'Adda, Stefano Renzi, 5;4;1743
935;Crema, Civerchi, 9;1;Romanengo, Guaiarini, 14;2;51
936;Crema, Civerchi, 9;2;Romanengo, Guaiarini, 14;2;357
937;Crema, Civerchi, 9;3;Romanengo, Guaiarini, 14;2;306
938;Crema, Civerchi, 9;4;Romanengo, Guaiarini, 14;2;255
939;Crema, Civerchi, 9;1;San Giovanni in Croce, Feudatari, 25 A;1;693
940;Crema, Civerchi, 9;1;San Giovanni in Croce, Feudatari, 25 A;3;198
941;Crema, Civerchi, 9;2;San Giovanni in Croce, Feudatari, 25 A;1;594
942;Crema, Civerchi, 9;2;San Giovanni in Croce, Feudatari, 25 A;3;99
943;Crema, Civerchi, 9;3;San Giovanni in Croce, Feudatari, 25 A;1;495
944;Crema, Civerchi, 9;3;San Giovanni in Croce, Feudatari, 25 A;3;693
945;Crema, Civerchi, 9;4;San Giovanni in Croce, Feudatari, 25 A;1;396
946;Crema, Civerchi, 9;4;San Giovanni in Croce, Feudatari, 25 A;3;594
947;Crema, Civerchi, 9;1;Scandolara Ravara, Italia;1;0
948;Crema, Civerchi, 9;2;Scandolara Ravara, Italia;1;0
949;Crema, Civerchi, 9;3;Scandolara Ravara, Italia;1;0
950;Crema, Civerchi, 9;4;Scandolara Ravara, Italia;1;0
951;Crema, Civerchi, 9;1;Sergnano, IV Novembre,  10;0;612
952;Crema, Civerchi, 9;2;Sergnano, IV Novembre,  10;0;510
953;Crema, Civerchi, 9;3;Sergnano, IV Novembre,  10;0;408
954;Crema, Civerchi, 9;4;Sergnano, IV Novembre,  10;0;306
955;Crema, Civerchi, 9;1;Sesto ed Uniti, Roma, 4;0;30
956;Crema, Civerchi, 9;2;Sesto ed Uniti, Roma, 4;0;25
957;Crema, Civerchi, 9;3;Sesto ed Uniti, Roma, 4;0;20
958;Crema, Civerchi, 9;4;Sesto ed Uniti, Roma, 4;0;15
959;Crema, Civerchi, 9;1;Soncino, Dante Alighieri, 23;0;2220
960;Crema, Civerchi, 9;2;Soncino, Dante Alighieri, 23;0;1850
961;Crema, Civerchi, 9;3;Soncino, Dante Alighieri, 23;0;1480
962;Crema, Civerchi, 9;4;Soncino, Dante Alighieri, 23;0;1110
963;Crema, Civerchi, 9;1;Soresina, Giacomo Matteotti, 6;0;1986
964;Crema, Civerchi, 9;2;Soresina, Giacomo Matteotti, 6;0;1655
965;Crema, Civerchi, 9;3;Soresina, Giacomo Matteotti, 6;0;1324
966;Crema, Civerchi, 9;4;Soresina, Giacomo Matteotti, 6;0;993
967;Crema, Civerchi, 9;1;Spino d'Adda, Circonvallazione, 13;2;147
968;Crema, Civerchi, 9;1;Spino d'Adda, Circonvallazione, 13;4;441
969;Crema, Civerchi, 9;2;Spino d'Adda, Circonvallazione, 13;2;1029
970;Crema, Civerchi, 9;2;Spino d'Adda, Circonvallazione, 13;4;294
971;Crema, Civerchi, 9;3;Spino d'Adda, Circonvallazione, 13;2;882
972;Crema, Civerchi, 9;3;Spino d'Adda, Circonvallazione, 13;4;147
973;Crema, Civerchi, 9;4;Spino d'Adda, Circonvallazione, 13;2;735
974;Crema, Civerchi, 9;4;Spino d'Adda, Circonvallazione, 13;4;1029
975;Crema, Civerchi, 9;1;Trescore Cremasco, Vittorio Veneto, 1;4;375
976;Crema, Civerchi, 9;2;Trescore Cremasco, Vittorio Veneto, 1;4;250
977;Crema, Civerchi, 9;3;Trescore Cremasco, Vittorio Veneto, 1;4;125
978;Crema, Civerchi, 9;4;Trescore Cremasco, Vittorio Veneto, 1;4;875
979;Crema, Civerchi, 9;1;Trigolo, Roma, 26;0;318
980;Crema, Civerchi, 9;2;Trigolo, Roma, 26;0;265
981;Crema, Civerchi, 9;3;Trigolo, Roma, 26;0;212
982;Crema, Civerchi, 9;4;Trigolo, Roma, 26;0;159
983;Crema, Civerchi, 9;1;Vaiano Cremasco,  Gloriosi Caduti, 3;4;135
984;Crema, Civerchi, 9;2;Vaiano Cremasco,  Gloriosi Caduti, 3;4;90
985;Crema, Civerchi, 9;3;Vaiano Cremasco,  Gloriosi Caduti, 3;4;45
986;Crema, Civerchi, 9;4;Vaiano Cremasco,  Gloriosi Caduti, 3;4;315
987;Crema, Civerchi, 9;1;Vailate, Dante Alighieri, 7;1;21
988;Crema, Civerchi, 9;2;Vailate, Dante Alighieri, 7;1;18
989;Crema, Civerchi, 9;3;Vailate, Dante Alighieri, 7;1;15
990;Crema, Civerchi, 9;4;Vailate, Dante Alighieri, 7;1;12
991;Crema, Civerchi, 9;1;Vescovato, Roma, 44;3;166
992;Crema, Civerchi, 9;2;Vescovato, Roma, 44;3;83
993;Crema, Civerchi, 9;3;Vescovato, Roma, 44;3;581
994;Crema, Civerchi, 9;4;Vescovato, Roma, 44;3;498
995;Crema, Civerchi, 9;1;Casaletto Vaprio, Maggiore, 7;4;18
996;Crema, Civerchi, 9;2;Casaletto Vaprio, Maggiore, 7;4;12
997;Crema, Civerchi, 9;3;Casaletto Vaprio, Maggiore, 7;4;6
998;Crema, Civerchi, 9;4;Casaletto Vaprio, Maggiore, 7;4;42
999;Crema, Civerchi, 9;1;Cremona, Sesto 39;3;374
1000;Crema, Civerchi, 9;2;Cremona, Sesto 39;3;187
1001;Crema, Civerchi, 9;3;Cremona, Sesto 39;3;1309
1002;Crema, Civerchi, 9;4;Cremona, Sesto 39;3;1122
1003;Cremona, Ugolani Dati, 4;1;Agnadello, Marconi, 6;4;3
1004;Cremona, Ugolani Dati, 4;3;Agnadello, Marconi, 6;4;1
1005;Cremona, Ugolani Dati, 4;1;Annicco, Giuseppe Garibaldi, 6;2;0
1006;Cremona, Ugolani Dati, 4;3;Annicco, Giuseppe Garibaldi, 6;2;0
1007;Cremona, Ugolani Dati, 4;1;Bagnolo Cremasco, Roma, 3;4;6
1008;Cremona, Ugolani Dati, 4;3;Bagnolo Cremasco, Roma, 3;4;2
1009;Cremona, Ugolani Dati, 4;1;Camisano, Trieste, 57;0;0
1010;Cremona, Ugolani Dati, 4;3;Camisano, Trieste, 57;0;0
1011;Cremona, Ugolani Dati, 4;1;Capergnanica, XI febbraio, 7;4;177
1012;Cremona, Ugolani Dati, 4;3;Capergnanica, XI febbraio, 7;4;59
1013;Cremona, Ugolani Dati, 4;1;Capralba, Piave, 2;0;24
1014;Cremona, Ugolani Dati, 4;3;Capralba, Piave, 2;0;16
1015;Cremona, Ugolani Dati, 4;1;Casale Cremasco-Vidolasco, Roma, 56;0;0
1016;Cremona, Ugolani Dati, 4;3;Casale Cremasco-Vidolasco, Roma, 56;0;0
1017;Cremona, Ugolani Dati, 4;1;Casalmaggiore, Guglielmo Marconi, 8;1;14
1018;Cremona, Ugolani Dati, 4;1;Casalmaggiore, Guglielmo Marconi, 8;3;4
1019;Cremona, Ugolani Dati, 4;3;Casalmaggiore, Guglielmo Marconi, 8;1;10
1020;Cremona, Ugolani Dati, 4;3;Casalmaggiore, Guglielmo Marconi, 8;3;14
1021;Cremona, Ugolani Dati, 4;1;Casalpusterlengo, Pusterla 7;1;0
1022;Cremona, Ugolani Dati, 4;3;Casalpusterlengo, Pusterla 7;1;0
1023;Cremona, Ugolani Dati, 4;1;Castelleone, Roma, 67;0;36
1024;Cremona, Ugolani Dati, 4;1;Castelleone, Roma, 67;2;6
1025;Cremona, Ugolani Dati, 4;3;Castelleone, Roma, 67;0;24
1026;Cremona, Ugolani Dati, 4;3;Castelleone, Roma, 67;2;36
1027;Cremona, Ugolani Dati, 4;1;Castelverde, Ubaldo Ferrari, 15;2;0
1028;Cremona, Ugolani Dati, 4;3;Castelverde, Ubaldo Ferrari, 15;2;0
1029;Cremona, Ugolani Dati, 4;1;Crema, Civerchi, 9;1;35
1030;Cremona, Ugolani Dati, 4;1;Crema, Civerchi, 9;2;5
1031;Cremona, Ugolani Dati, 4;1;Crema, Civerchi, 9;3;10
1032;Cremona, Ugolani Dati, 4;1;Crema, Civerchi, 9;4;15
1033;Cremona, Ugolani Dati, 4;3;Crema, Civerchi, 9;1;25
1034;Cremona, Ugolani Dati, 4;3;Crema, Civerchi, 9;2;30
1035;Cremona, Ugolani Dati, 4;3;Crema, Civerchi, 9;3;35
1036;Cremona, Ugolani Dati, 4;3;Crema, Civerchi, 9;4;5
1037;Cremona, Ugolani Dati, 4;1;Cremona, Ugolani Dati, 4;1;7
1038;Cremona, Ugolani Dati, 4;1;Cremona, Ugolani Dati, 4;3;2
1039;Cremona, Ugolani Dati, 4;3;Cremona, Ugolani Dati, 4;1;5
1040;Cremona, Ugolani Dati, 4;3;Cremona, Ugolani Dati, 4;3;7
1041;Cremona, Ugolani Dati, 4;1;Dovera, Oldrini 2;4;0
1042;Cremona, Ugolani Dati, 4;3;Dovera, Oldrini 2;4;0
1043;Cremona, Ugolani Dati, 4;1;Grontardo, Roma, 16;3;2
1044;Cremona, Ugolani Dati, 4;3;Grontardo, Roma, 16;3;7
1045;Cremona, Ugolani Dati, 4;1;Grumello Cremonese ed Uniti, Roma, 2;0;6
1046;Cremona, Ugolani Dati, 4;3;Grumello Cremonese ed Uniti, Roma, 2;0;4
1047;Cremona, Ugolani Dati, 4;1;Isola Dovarese, Giacomo Matteotti, 1;3;4
1048;Cremona, Ugolani Dati, 4;3;Isola Dovarese, Giacomo Matteotti, 1;3;14
1049;Cremona, Ugolani Dati, 4;1;Izano, Gerardo da Izano, 4/C;3;0
1050;Cremona, Ugolani Dati, 4;3;Izano, Gerardo da Izano, 4/C;3;0
1051;Cremona, Ugolani Dati, 4;1;Madignano, Portici, 4;2;1
1052;Cremona, Ugolani Dati, 4;3;Madignano, Portici, 4;2;6
1053;Cremona, Ugolani Dati, 4;1;Monte Cremasco, Roma, 12;4;6
1054;Cremona, Ugolani Dati, 4;3;Monte Cremasco, Roma, 12;4;2
1055;Cremona, Ugolani Dati, 4;1;Montodine,  XXV Aprile, 10;0;18
1056;Cremona, Ugolani Dati, 4;3;Montodine,  XXV Aprile, 10;0;12
1057;Cremona, Ugolani Dati, 4;1;Offanengo, Clavelli Martini, 5;3;16
1058;Cremona, Ugolani Dati, 4;3;Offanengo, Clavelli Martini, 5;3;56
1059;Cremona, Ugolani Dati, 4;1;Ostiano, Mazzini, 1;1;0
1060;Cremona, Ugolani Dati, 4;1;Ostiano, Mazzini, 1;3;0
1061;Cremona, Ugolani Dati, 4;3;Ostiano, Mazzini, 1;1;0
1062;Cremona, Ugolani Dati, 4;3;Ostiano, Mazzini, 1;3;0
1063;Cremona, Ugolani Dati, 4;1;Palazzo Pignano, Marco Polo, 31;2;0
1064;Cremona, Ugolani Dati, 4;3;Palazzo Pignano, Marco Polo, 31;2;0
1065;Cremona, Ugolani Dati, 4;1;Pandino, Castello, 15;2;8
1066;Cremona, Ugolani Dati, 4;1;Pandino, Castello, 15;4;24
1067;Cremona, Ugolani Dati, 4;3;Pandino, Castello, 15;2;48
1068;Cremona, Ugolani Dati, 4;3;Pandino, Castello, 15;4;8
1069;Cremona, Ugolani Dati, 4;1;Persico Dosimo, Albert ,7;1;7
1070;Cremona, Ugolani Dati, 4;1;Persico Dosimo, Albert ,7;3;2
1071;Cremona, Ugolani Dati, 4;3;Persico Dosimo, Albert ,7;1;5
1072;Cremona, Ugolani Dati, 4;3;Persico Dosimo, Albert ,7;3;7
1073;Cremona, Ugolani Dati, 4;1;Piadena, Platina, 40;3;2
1074;Cremona, Ugolani Dati, 4;3;Piadena, Platina, 40;3;7
1075;Cremona, Ugolani Dati, 4;1;Pizzighettone, Giuseppe Garibaldi, 18;0;6
1076;Cremona, Ugolani Dati, 4;3;Pizzighettone, Giuseppe Garibaldi, 18;0;4
1077;Cremona, Ugolani Dati, 4;1;Manerbio, INSURREZIONE NAZIONALE;3;14
1078;Cremona, Ugolani Dati, 4;3;Manerbio, INSURREZIONE NAZIONALE;3;49
1079;Cremona, Ugolani Dati, 4;1;Ricengo, Guglielmo Marconi;0;18
1080;Cremona, Ugolani Dati, 4;3;Ricengo, Guglielmo Marconi;0;12
1081;Cremona, Ugolani Dati, 4;1;Ripalta Cremasca, Roma, 5;0;12
1082;Cremona, Ugolani Dati, 4;3;Ripalta Cremasca, Roma, 5;0;8
1083;Cremona, Ugolani Dati, 4;1;Rivolta d'Adda, Stefano Renzi, 5;2;1
1084;Cremona, Ugolani Dati, 4;1;Rivolta d'Adda, Stefano Renzi, 5;4;3
1085;Cremona, Ugolani Dati, 4;3;Rivolta d'Adda, Stefano Renzi, 5;2;6
1086;Cremona, Ugolani Dati, 4;3;Rivolta d'Adda, Stefano Renzi, 5;4;1
1087;Cremona, Ugolani Dati, 4;1;Romanengo, Guaiarini, 14;2;2
1088;Cremona, Ugolani Dati, 4;3;Romanengo, Guaiarini, 14;2;12
1089;Cremona, Ugolani Dati, 4;1;San Giovanni in Croce, Feudatari, 25 A;1;28
1090;Cremona, Ugolani Dati, 4;1;San Giovanni in Croce, Feudatari, 25 A;3;8
1091;Cremona, Ugolani Dati, 4;3;San Giovanni in Croce, Feudatari, 25 A;1;20
1092;Cremona, Ugolani Dati, 4;3;San Giovanni in Croce, Feudatari, 25 A;3;28
1093;Cremona, Ugolani Dati, 4;1;Scandolara Ravara, Italia;1;0
1094;Cremona, Ugolani Dati, 4;3;Scandolara Ravara, Italia;1;0
1095;Cremona, Ugolani Dati, 4;1;Sergnano, IV Novembre,  10;0;6
1096;Cremona, Ugolani Dati, 4;3;Sergnano, IV Novembre,  10;0;4
1097;Cremona, Ugolani Dati, 4;1;Sesto ed Uniti, Roma, 4;0;0
1098;Cremona, Ugolani Dati, 4;3;Sesto ed Uniti, Roma, 4;0;0
1099;Cremona, Ugolani Dati, 4;1;Soncino, Dante Alighieri, 23;0;6
1100;Cremona, Ugolani Dati, 4;3;Soncino, Dante Alighieri, 23;0;4
1101;Cremona, Ugolani Dati, 4;1;Soresina, Giacomo Matteotti, 6;0;18
1102;Cremona, Ugolani Dati, 4;3;Soresina, Giacomo Matteotti, 6;0;12
1103;Cremona, Ugolani Dati, 4;1;Spino d'Adda, Circonvallazione, 13;2;1
1104;Cremona, Ugolani Dati, 4;1;Spino d'Adda, Circonvallazione, 13;4;3
1105;Cremona, Ugolani Dati, 4;3;Spino d'Adda, Circonvallazione, 13;2;6
1106;Cremona, Ugolani Dati, 4;3;Spino d'Adda, Circonvallazione, 13;4;1
1107;Cremona, Ugolani Dati, 4;1;Trescore Cremasco, Vittorio Veneto, 1;4;0
1108;Cremona, Ugolani Dati, 4;3;Trescore Cremasco, Vittorio Veneto, 1;4;0
1109;Cremona, Ugolani Dati, 4;1;Trigolo, Roma, 26;0;0
1110;Cremona, Ugolani Dati, 4;3;Trigolo, Roma, 26;0;0
1111;Cremona, Ugolani Dati, 4;1;Vaiano Cremasco,  Gloriosi Caduti, 3;4;0
1112;Cremona, Ugolani Dati, 4;3;Vaiano Cremasco,  Gloriosi Caduti, 3;4;0
1113;Cremona, Ugolani Dati, 4;1;Vailate, Dante Alighieri, 7;1;7
1114;Cremona, Ugolani Dati, 4;3;Vailate, Dante Alighieri, 7;1;5
1115;Cremona, Ugolani Dati, 4;1;Vescovato, Roma, 44;3;82
1116;Cremona, Ugolani Dati, 4;3;Vescovato, Roma, 44;3;287
1117;Cremona, Ugolani Dati, 4;1;Casaletto Vaprio, Maggiore, 7;4;0
1118;Cremona, Ugolani Dati, 4;3;Casaletto Vaprio, Maggiore, 7;4;0
1119;Cremona, Ugolani Dati, 4;1;Cremona, Sesto 39;3;4
1120;Cremona, Ugolani Dati, 4;3;Cremona, Sesto 39;3;14
1121;Dovera, Oldrini 2;4;Agnadello, Marconi, 6;4;133
1122;Dovera, Oldrini 2;4;Annicco, Giuseppe Garibaldi, 6;2;5
1123;Dovera, Oldrini 2;4;Bagnolo Cremasco, Roma, 3;4;84
1124;Dovera, Oldrini 2;4;Camisano, Trieste, 57;0;6
1125;Dovera, Oldrini 2;4;Capergnanica, XI febbraio, 7;4;56
1126;Dovera, Oldrini 2;4;Capralba, Piave, 2;0;39
1127;Dovera, Oldrini 2;4;Casale Cremasco-Vidolasco, Roma, 56;0;3
1128;Dovera, Oldrini 2;4;Casalmaggiore, Guglielmo Marconi, 8;1;52
1129;Dovera, Oldrini 2;4;Casalmaggiore, Guglielmo Marconi, 8;3;78
1130;Dovera, Oldrini 2;4;Casalpusterlengo, Pusterla 7;1;0
1131;Dovera, Oldrini 2;4;Castelleone, Roma, 67;0;69
1132;Dovera, Oldrini 2;4;Castelleone, Roma, 67;2;115
1133;Dovera, Oldrini 2;4;Castelverde, Ubaldo Ferrari, 15;2;5
1134;Dovera, Oldrini 2;4;Crema, Civerchi, 9;1;988
1135;Dovera, Oldrini 2;4;Crema, Civerchi, 9;2;1235
1136;Dovera, Oldrini 2;4;Crema, Civerchi, 9;3;1482
1137;Dovera, Oldrini 2;4;Crema, Civerchi, 9;4;1729
1138;Dovera, Oldrini 2;4;Cremona, Ugolani Dati, 4;1;20
1139;Dovera, Oldrini 2;4;Cremona, Ugolani Dati, 4;3;30
1140;Dovera, Oldrini 2;4;Dovera, Oldrini 2;4;210
1141;Dovera, Oldrini 2;4;Grontardo, Roma, 16;3;0
1142;Dovera, Oldrini 2;4;Grumello Cremonese ed Uniti, Roma, 2;0;6
1143;Dovera, Oldrini 2;4;Isola Dovarese, Giacomo Matteotti, 1;3;78
1144;Dovera, Oldrini 2;4;Izano, Gerardo da Izano, 4/C;3;6
1145;Dovera, Oldrini 2;4;Madignano, Portici, 4;2;130
1146;Dovera, Oldrini 2;4;Monte Cremasco, Roma, 12;4;133
1147;Dovera, Oldrini 2;4;Montodine,  XXV Aprile, 10;0;51
1148;Dovera, Oldrini 2;4;Offanengo, Clavelli Martini, 5;3;504
1149;Dovera, Oldrini 2;4;Ostiano, Mazzini, 1;1;0
1150;Dovera, Oldrini 2;4;Ostiano, Mazzini, 1;3;0
1151;Dovera, Oldrini 2;4;Palazzo Pignano, Marco Polo, 31;2;25
1152;Dovera, Oldrini 2;4;Pandino, Castello, 15;2;250
1153;Dovera, Oldrini 2;4;Pandino, Castello, 15;4;350
1154;Dovera, Oldrini 2;4;Persico Dosimo, Albert ,7;1;60
1155;Dovera, Oldrini 2;4;Persico Dosimo, Albert ,7;3;90
1156;Dovera, Oldrini 2;4;Piadena, Platina, 40;3;78
1157;Dovera, Oldrini 2;4;Pizzighettone, Giuseppe Garibaldi, 18;0;27
1158;Dovera, Oldrini 2;4;Manerbio, INSURREZIONE NAZIONALE;3;1116
