;data_richiesta;biblioteca_destinazione
SAN GIOVANNI IN CROCE;2017-11-11;4
SAN GIOVANNI IN CROCE;2017-11-14;3
SAN GIOVANNI IN CROCE;2017-11-16;8
SAN GIOVANNI IN CROCE;2017-11-17;1
SAN GIOVANNI IN CROCE;2017-11-18;3
SAN GIOVANNI IN CROCE;2017-11-19;1
SAN GIOVANNI IN CROCE;2017-11-22;4
SAN GIOVANNI IN CROCE;2017-11-23;2
SAN GIOVANNI IN CROCE;2017-11-24;1
SAN GIOVANNI IN CROCE;2017-11-25;1
SAN GIOVANNI IN CROCE;2017-11-26;1
SAN GIOVANNI IN CROCE;2017-11-27;2
SAN GIOVANNI IN CROCE;2017-11-28;1
SAN GIOVANNI IN CROCE;2017-11-29;3
SAN GIOVANNI IN CROCE;2017-11-30;1
SAN GIOVANNI IN CROCE;2017-12-01;1
SAN GIOVANNI IN CROCE;2017-12-02;1
SAN GIOVANNI IN CROCE;2017-12-03;2
SAN GIOVANNI IN CROCE;2017-12-04;3
SAN GIOVANNI IN CROCE;2017-12-05;2
SAN GIOVANNI IN CROCE;2017-12-06;2
SAN GIOVANNI IN CROCE;2017-12-11;6
SAN GIOVANNI IN CROCE;2017-12-12;5
SAN GIOVANNI IN CROCE;2017-12-13;2
SAN GIOVANNI IN CROCE;2017-12-14;3
SAN GIOVANNI IN CROCE;2017-12-16;2
SAN GIOVANNI IN CROCE;2017-12-17;2
SAN GIOVANNI IN CROCE;2017-12-20;5
SAN GIOVANNI IN CROCE;2017-12-21;3
SAN GIOVANNI IN CROCE;2017-12-22;1
SAN GIOVANNI IN CROCE;2017-12-24;1
SAN GIOVANNI IN CROCE;2017-12-27;1
SAN GIOVANNI IN CROCE;2018-01-01;1
SAN GIOVANNI IN CROCE;2018-01-02;4
SAN GIOVANNI IN CROCE;2018-01-03;3
SAN GIOVANNI IN CROCE;2018-01-04;5
SAN GIOVANNI IN CROCE;2018-01-05;2
SAN GIOVANNI IN CROCE;2018-01-07;1
SAN GIOVANNI IN CROCE;2018-01-08;1
SAN GIOVANNI IN CROCE;2018-01-09;6
SAN GIOVANNI IN CROCE;2018-01-10;7
SAN GIOVANNI IN CROCE;2018-01-11;1
SAN GIOVANNI IN CROCE;2018-01-12;5
SAN GIOVANNI IN CROCE;2018-01-13;1
SAN GIOVANNI IN CROCE;2018-01-15;1
SAN GIOVANNI IN CROCE;2018-01-16;1
SAN GIOVANNI IN CROCE;2018-01-17;1
SAN GIOVANNI IN CROCE;2018-01-19;1
SAN GIOVANNI IN CROCE;2018-01-20;4
SAN GIOVANNI IN CROCE;2018-01-21;2
SAN GIOVANNI IN CROCE;2018-01-22;1
SAN GIOVANNI IN CROCE;2018-01-23;5
SAN GIOVANNI IN CROCE;2018-01-24;1
SAN GIOVANNI IN CROCE;2018-01-25;3
SAN GIOVANNI IN CROCE;2018-01-26;1
SAN GIOVANNI IN CROCE;2018-01-29;1
SAN GIOVANNI IN CROCE;2018-01-30;3
SAN GIOVANNI IN CROCE;2018-01-31;3
SAN GIOVANNI IN CROCE;2018-02-01;4
SAN GIOVANNI IN CROCE;2018-02-02;3
SAN GIOVANNI IN CROCE;2018-02-03;5
SAN GIOVANNI IN CROCE;2018-02-04;1
SAN GIOVANNI IN CROCE;2018-02-05;1
SAN GIOVANNI IN CROCE;2018-02-06;4
SAN GIOVANNI IN CROCE;2018-02-08;3
SAN GIOVANNI IN CROCE;2018-02-09;4
SAN GIOVANNI IN CROCE;2018-02-10;1
SAN GIOVANNI IN CROCE;2018-02-12;1
SAN GIOVANNI IN CROCE;2018-02-13;1
SAN GIOVANNI IN CROCE;2018-02-15;2
SAN GIOVANNI IN CROCE;2018-02-16;1
SAN GIOVANNI IN CROCE;2018-02-17;3
SAN GIOVANNI IN CROCE;2018-02-18;3
SAN GIOVANNI IN CROCE;2018-02-19;4
SAN GIOVANNI IN CROCE;2018-02-20;1
SAN GIOVANNI IN CROCE;2018-02-21;1
SAN GIOVANNI IN CROCE;2018-02-22;5
SAN GIOVANNI IN CROCE;2018-02-23;1
SAN GIOVANNI IN CROCE;2018-02-24;5
SAN GIOVANNI IN CROCE;2018-02-26;7
SAN GIOVANNI IN CROCE;2018-02-28;3
SAN GIOVANNI IN CROCE;2018-03-01;2
SAN GIOVANNI IN CROCE;2018-03-02;5
SAN GIOVANNI IN CROCE;2018-03-03;2
SAN GIOVANNI IN CROCE;2018-03-04;1
SAN GIOVANNI IN CROCE;2018-03-05;1
SAN GIOVANNI IN CROCE;2018-03-06;6
SAN GIOVANNI IN CROCE;2018-03-07;1
SAN GIOVANNI IN CROCE;2018-03-08;3
SAN GIOVANNI IN CROCE;2018-03-09;2
SAN GIOVANNI IN CROCE;2018-03-10;1
SAN GIOVANNI IN CROCE;2018-03-11;2
SAN GIOVANNI IN CROCE;2018-03-12;5
SAN GIOVANNI IN CROCE;2018-03-14;3
SAN GIOVANNI IN CROCE;2018-03-15;1
SAN GIOVANNI IN CROCE;2018-03-16;2
SAN GIOVANNI IN CROCE;2018-03-17;1
SAN GIOVANNI IN CROCE;2018-03-18;1
SAN GIOVANNI IN CROCE;2018-03-19;2
SAN GIOVANNI IN CROCE;2018-03-20;2
SAN GIOVANNI IN CROCE;2018-03-21;6
SAN GIOVANNI IN CROCE;2018-03-22;1
SAN GIOVANNI IN CROCE;2018-03-23;3
SAN GIOVANNI IN CROCE;2018-03-24;3
SAN GIOVANNI IN CROCE;2018-03-26;2
SAN GIOVANNI IN CROCE;2018-03-27;1
SAN GIOVANNI IN CROCE;2018-03-29;2
SAN GIOVANNI IN CROCE;2018-03-30;2
SAN GIOVANNI IN CROCE;2018-03-31;2
SAN GIOVANNI IN CROCE;2018-04-01;2
SAN GIOVANNI IN CROCE;2018-04-03;2
SAN GIOVANNI IN CROCE;2018-04-04;2
SAN GIOVANNI IN CROCE;2018-04-05;2
SAN GIOVANNI IN CROCE;2018-04-06;2
SAN GIOVANNI IN CROCE;2018-04-09;3
SAN GIOVANNI IN CROCE;2018-04-10;6
SAN GIOVANNI IN CROCE;2018-04-13;1
SAN GIOVANNI IN CROCE;2018-04-14;2
SAN GIOVANNI IN CROCE;2018-04-15;2
SAN GIOVANNI IN CROCE;2018-04-18;2
SAN GIOVANNI IN CROCE;2018-04-21;5
SAN GIOVANNI IN CROCE;2018-04-22;1
SAN GIOVANNI IN CROCE;2018-04-23;1
SAN GIOVANNI IN CROCE;2018-04-24;2
SAN GIOVANNI IN CROCE;2018-04-26;1
SAN GIOVANNI IN CROCE;2018-04-27;1
SAN GIOVANNI IN CROCE;2018-04-28;1
SAN GIOVANNI IN CROCE;2018-04-29;1
SAN GIOVANNI IN CROCE;2018-04-30;1
SAN GIOVANNI IN CROCE;2018-05-02;1
SAN GIOVANNI IN CROCE;2018-05-04;3
SAN GIOVANNI IN CROCE;2018-05-05;1
SAN GIOVANNI IN CROCE;2018-05-06;1
SAN GIOVANNI IN CROCE;2018-05-07;2
SAN GIOVANNI IN CROCE;2018-05-08;4
SAN GIOVANNI IN CROCE;2018-05-09;1
SAN GIOVANNI IN CROCE;2018-05-10;1
SAN GIOVANNI IN CROCE;2018-05-12;6
SAN GIOVANNI IN CROCE;2018-05-14;3
SAN GIOVANNI IN CROCE;2018-05-15;3
SAN GIOVANNI IN CROCE;2018-05-17;3
SAN GIOVANNI IN CROCE;2018-05-18;1
SAN GIOVANNI IN CROCE;2018-05-20;1
SAN GIOVANNI IN CROCE;2018-05-21;2
SAN GIOVANNI IN CROCE;2018-05-22;3
SAN GIOVANNI IN CROCE;2018-05-23;3
SAN GIOVANNI IN CROCE;2018-05-24;1
SAN GIOVANNI IN CROCE;2018-05-26;2
SAN GIOVANNI IN CROCE;2018-05-28;1
SAN GIOVANNI IN CROCE;2018-05-29;2
SAN GIOVANNI IN CROCE;2018-05-30;1
SAN GIOVANNI IN CROCE;2018-05-31;2
SAN GIOVANNI IN CROCE;2018-06-01;1
SAN GIOVANNI IN CROCE;2018-06-04;2
SAN GIOVANNI IN CROCE;2018-06-05;3
SAN GIOVANNI IN CROCE;2018-06-06;1
SAN GIOVANNI IN CROCE;2018-06-07;2
SAN GIOVANNI IN CROCE;2018-06-08;2
SAN GIOVANNI IN CROCE;2018-06-10;4
SAN GIOVANNI IN CROCE;2018-06-12;4
SAN GIOVANNI IN CROCE;2018-06-13;3
SAN GIOVANNI IN CROCE;2018-06-14;1
SAN GIOVANNI IN CROCE;2018-06-15;2
SAN GIOVANNI IN CROCE;2018-06-17;1
SAN GIOVANNI IN CROCE;2018-06-18;1
SAN GIOVANNI IN CROCE;2018-06-19;6
SAN GIOVANNI IN CROCE;2018-06-20;3
SAN GIOVANNI IN CROCE;2018-06-21;3
SAN GIOVANNI IN CROCE;2018-06-22;1
SAN GIOVANNI IN CROCE;2018-06-25;3
SAN GIOVANNI IN CROCE;2018-06-26;2
SAN GIOVANNI IN CROCE;2018-06-27;5
SAN GIOVANNI IN CROCE;2018-06-28;3
SAN GIOVANNI IN CROCE;2018-06-29;1
SAN GIOVANNI IN CROCE;2018-06-30;2
SAN GIOVANNI IN CROCE;2018-07-01;2
SAN GIOVANNI IN CROCE;2018-07-02;2
SAN GIOVANNI IN CROCE;2018-07-03;4
SAN GIOVANNI IN CROCE;2018-07-04;6
SAN GIOVANNI IN CROCE;2018-07-06;1
SAN GIOVANNI IN CROCE;2018-07-07;3
SAN GIOVANNI IN CROCE;2018-07-09;1
SAN GIOVANNI IN CROCE;2018-07-10;4
SAN GIOVANNI IN CROCE;2018-07-11;4
SAN GIOVANNI IN CROCE;2018-07-12;2
SAN GIOVANNI IN CROCE;2018-07-13;3
SAN GIOVANNI IN CROCE;2018-07-14;3
SAN GIOVANNI IN CROCE;2018-07-16;3
SAN GIOVANNI IN CROCE;2018-07-17;3
SAN GIOVANNI IN CROCE;2018-07-18;3
SAN GIOVANNI IN CROCE;2018-07-19;5
SAN GIOVANNI IN CROCE;2018-07-20;1
SAN GIOVANNI IN CROCE;2018-07-23;3
SAN GIOVANNI IN CROCE;2018-07-24;3
SAN GIOVANNI IN CROCE;2018-07-25;1
SAN GIOVANNI IN CROCE;2018-07-26;1
SAN GIOVANNI IN CROCE;2018-07-28;3
SAN GIOVANNI IN CROCE;2018-07-29;2
SAN GIOVANNI IN CROCE;2018-07-30;1
SAN GIOVANNI IN CROCE;2018-07-31;2
SAN GIOVANNI IN CROCE;2018-08-01;1
SAN GIOVANNI IN CROCE;2018-08-02;1
SAN GIOVANNI IN CROCE;2018-08-03;3
SAN GIOVANNI IN CROCE;2018-08-04;1
SAN GIOVANNI IN CROCE;2018-08-10;2
SAN GIOVANNI IN CROCE;2018-08-22;1
SAN GIOVANNI IN CROCE;2018-08-25;1
SAN GIOVANNI IN CROCE;2018-08-27;1
SAN GIOVANNI IN CROCE;2018-08-28;4
SAN GIOVANNI IN CROCE;2018-08-29;4
SAN GIOVANNI IN CROCE;2018-08-30;3
SAN GIOVANNI IN CROCE;2018-09-01;2
SAN GIOVANNI IN CROCE;2018-09-03;2
SAN GIOVANNI IN CROCE;2018-09-04;4
SAN GIOVANNI IN CROCE;2018-09-05;4
SAN GIOVANNI IN CROCE;2018-09-07;1
SAN GIOVANNI IN CROCE;2018-09-08;2
SAN GIOVANNI IN CROCE;2018-09-10;3
SAN GIOVANNI IN CROCE;2018-09-11;3
SAN GIOVANNI IN CROCE;2018-09-12;3
SAN GIOVANNI IN CROCE;2018-09-13;5
SAN GIOVANNI IN CROCE;2018-09-14;2
SAN GIOVANNI IN CROCE;2018-09-15;2
SAN GIOVANNI IN CROCE;2018-09-17;2
SAN GIOVANNI IN CROCE;2018-09-18;1
SAN GIOVANNI IN CROCE;2018-09-19;4
SAN GIOVANNI IN CROCE;2018-09-20;1
SAN GIOVANNI IN CROCE;2018-09-21;2
SAN GIOVANNI IN CROCE;2018-09-24;1
SAN GIOVANNI IN CROCE;2018-09-26;1
SAN GIOVANNI IN CROCE;2018-09-27;1
SAN GIOVANNI IN CROCE;2018-09-28;1
SAN GIOVANNI IN CROCE;2018-09-29;1
SAN GIOVANNI IN CROCE;2018-10-01;3
SAN GIOVANNI IN CROCE;2018-10-02;3
SAN GIOVANNI IN CROCE;2018-10-03;2
SAN GIOVANNI IN CROCE;2018-10-04;3
SAN GIOVANNI IN CROCE;2018-10-06;3
SAN GIOVANNI IN CROCE;2018-10-08;1
SAN GIOVANNI IN CROCE;2018-10-09;4
SAN GIOVANNI IN CROCE;2018-10-10;1
SAN GIOVANNI IN CROCE;2018-10-11;2
SAN GIOVANNI IN CROCE;2018-10-13;5
SAN GIOVANNI IN CROCE;2018-10-15;3
SAN GIOVANNI IN CROCE;2018-10-16;7
SAN GIOVANNI IN CROCE;2018-10-17;2
SAN GIOVANNI IN CROCE;2018-10-18;2
SAN GIOVANNI IN CROCE;2018-10-19;1
SAN GIOVANNI IN CROCE;2018-10-20;3
SAN GIOVANNI IN CROCE;2018-10-21;1
SAN GIOVANNI IN CROCE;2018-10-22;3
SAN GIOVANNI IN CROCE;2018-10-23;2
SAN GIOVANNI IN CROCE;2018-10-24;5
SAN GIOVANNI IN CROCE;2018-10-25;1
SAN GIOVANNI IN CROCE;2018-10-26;1
SAN GIOVANNI IN CROCE;2018-10-27;3
SAN GIOVANNI IN CROCE;2018-10-30;2
SAN GIOVANNI IN CROCE;2018-10-31;4
SAN GIOVANNI IN CROCE;2018-11-03;1
SAN GIOVANNI IN CROCE;2018-11-04;1
SAN GIOVANNI IN CROCE;2018-11-05;1
SAN GIOVANNI IN CROCE;2018-11-06;3
SAN GIOVANNI IN CROCE;2018-11-07;2
SAN GIOVANNI IN CROCE;2018-11-08;2
SAN GIOVANNI IN CROCE;2018-11-09;3
SAN GIOVANNI IN CROCE;2018-11-10;2
SAN GIOVANNI IN CROCE;2018-11-12;1
SAN GIOVANNI IN CROCE;2018-11-13;5
SAN GIOVANNI IN CROCE;2018-11-14;2
SAN GIOVANNI IN CROCE;2018-11-15;5
SAN GIOVANNI IN CROCE;2018-11-16;1
SAN GIOVANNI IN CROCE;2018-11-17;1
SAN GIOVANNI IN CROCE;2018-11-19;4
SAN GIOVANNI IN CROCE;2018-11-20;1
SAN GIOVANNI IN CROCE;2018-11-21;4
SAN GIOVANNI IN CROCE;2018-11-22;3
SAN GIOVANNI IN CROCE;2018-11-23;3
SAN GIOVANNI IN CROCE;2018-11-24;3
SAN GIOVANNI IN CROCE;2018-11-25;1
SAN GIOVANNI IN CROCE;2018-11-26;2
SAN GIOVANNI IN CROCE;2018-11-27;1
SAN GIOVANNI IN CROCE;2018-11-28;3
SAN GIOVANNI IN CROCE;2018-11-29;2
SAN GIOVANNI IN CROCE;2018-11-30;3
SAN GIOVANNI IN CROCE;2018-12-01;2
SAN GIOVANNI IN CROCE;2018-12-02;2
SAN GIOVANNI IN CROCE;2018-12-03;2
SAN GIOVANNI IN CROCE;2018-12-04;1
SAN GIOVANNI IN CROCE;2018-12-05;3
SAN GIOVANNI IN CROCE;2018-12-10;2
SAN GIOVANNI IN CROCE;2018-12-11;3
SAN GIOVANNI IN CROCE;2018-12-12;1
SAN GIOVANNI IN CROCE;2018-12-13;3
SAN GIOVANNI IN CROCE;2018-12-14;1
SAN GIOVANNI IN CROCE;2018-12-15;1
SAN GIOVANNI IN CROCE;2018-12-17;2
SAN GIOVANNI IN CROCE;2018-12-18;4
SAN GIOVANNI IN CROCE;2018-12-19;2
SAN GIOVANNI IN CROCE;2018-12-20;1
SAN GIOVANNI IN CROCE;2018-12-22;2
SAN GIOVANNI IN CROCE;2018-12-24;2
SAN GIOVANNI IN CROCE;2018-12-27;3
SERGNANO;2016-01-04;2
SERGNANO;2016-01-06;1
SERGNANO;2016-01-07;11
SERGNANO;2016-01-08;2
SERGNANO;2016-01-09;2
SERGNANO;2016-01-10;1
SERGNANO;2016-01-11;6
SERGNANO;2016-01-12;4
SERGNANO;2016-01-13;4
SERGNANO;2016-01-14;4
SERGNANO;2016-01-15;8
SERGNANO;2016-01-16;2
SERGNANO;2016-01-17;2
SERGNANO;2016-01-18;7
SERGNANO;2016-01-19;11
SERGNANO;2016-01-20;8
SERGNANO;2016-01-21;4
SERGNANO;2016-01-22;9
SERGNANO;2016-01-23;4
SERGNANO;2016-01-25;1
SERGNANO;2016-01-26;7
SERGNANO;2016-01-27;1
SERGNANO;2016-01-28;1
SERGNANO;2016-01-29;2
SERGNANO;2016-01-30;3
SERGNANO;2016-02-01;6
SERGNANO;2016-02-02;6
SERGNANO;2016-02-04;5
SERGNANO;2016-02-05;8
SERGNANO;2016-02-06;2
SERGNANO;2016-02-07;3
SERGNANO;2016-02-08;2
SERGNANO;2016-02-09;2
SERGNANO;2016-02-10;5
SERGNANO;2016-02-11;2
SERGNANO;2016-02-12;10
SERGNANO;2016-02-13;2
SERGNANO;2016-02-14;1
SERGNANO;2016-02-15;3
SERGNANO;2016-02-16;5
SERGNANO;2016-02-17;7
SERGNANO;2016-02-18;4
SERGNANO;2016-02-19;3
SERGNANO;2016-02-20;3
SERGNANO;2016-02-21;2
SERGNANO;2016-02-22;4
SERGNANO;2016-02-23;7
SERGNANO;2016-02-24;9
SERGNANO;2016-02-25;4
SERGNANO;2016-02-26;9
SERGNANO;2016-02-27;1
SERGNANO;2016-02-28;2
SERGNANO;2016-02-29;7
SERGNANO;2016-03-01;3
SERGNANO;2016-03-02;4
SERGNANO;2016-03-03;1
SERGNANO;2016-03-04;7
SERGNANO;2016-03-05;6
SERGNANO;2016-03-08;8
SERGNANO;2016-03-09;5
SERGNANO;2016-03-10;4
SERGNANO;2016-03-11;5
SERGNANO;2016-03-12;4
SERGNANO;2016-03-14;2
SERGNANO;2016-03-15;3
SERGNANO;2016-03-16;7
SERGNANO;2016-03-17;4
SERGNANO;2016-03-18;7
SERGNANO;2016-03-19;1
SERGNANO;2016-03-20;1
SERGNANO;2016-03-21;6
SERGNANO;2016-03-22;3
SERGNANO;2016-03-23;6
SERGNANO;2016-03-24;2
SERGNANO;2016-03-25;2
SERGNANO;2016-03-26;2
SERGNANO;2016-03-29;6
SERGNANO;2016-03-30;7
SERGNANO;2016-03-31;7
SERGNANO;2016-04-01;11
SERGNANO;2016-04-02;3
SERGNANO;2016-04-03;1
SERGNANO;2016-04-04;3
SERGNANO;2016-04-05;3
SERGNANO;2016-04-06;6
SERGNANO;2016-04-08;6
SERGNANO;2016-04-09;1
SERGNANO;2016-04-11;5
SERGNANO;2016-04-12;3
SERGNANO;2016-04-13;4
SERGNANO;2016-04-14;2
SERGNANO;2016-04-15;11
SERGNANO;2016-04-16;6
SERGNANO;2016-04-17;2
SERGNANO;2016-04-18;4
SERGNANO;2016-04-19;5
SERGNANO;2016-04-20;4
SERGNANO;2016-04-21;3
SERGNANO;2016-04-22;3
SERGNANO;2016-04-23;1
SERGNANO;2016-04-24;1
SERGNANO;2016-04-25;1
SERGNANO;2016-04-26;7
SERGNANO;2016-04-27;6
SERGNANO;2016-04-28;6
SERGNANO;2016-04-29;3
SERGNANO;2016-04-30;3
SERGNANO;2016-05-01;1
SERGNANO;2016-05-02;5
SERGNANO;2016-05-03;9
SERGNANO;2016-05-04;9
SERGNANO;2016-05-05;5
SERGNANO;2016-05-06;2
SERGNANO;2016-05-07;2
SERGNANO;2016-05-09;4
SERGNANO;2016-05-10;5
SERGNANO;2016-05-11;8
SERGNANO;2016-05-12;5
SERGNANO;2016-05-13;5
SERGNANO;2016-05-14;3
SERGNANO;2016-05-15;1
SERGNANO;2016-05-17;3
SERGNANO;2016-05-18;6
SERGNANO;2016-05-19;2
SERGNANO;2016-05-20;7
SERGNANO;2016-05-21;5
SERGNANO;2016-05-22;1
SERGNANO;2016-05-23;2
SERGNANO;2016-05-24;5
SERGNANO;2016-05-25;9
SERGNANO;2016-05-26;3
SERGNANO;2016-05-27;3
SERGNANO;2016-05-28;1
SERGNANO;2016-05-29;1
SERGNANO;2016-05-30;3
SERGNANO;2016-05-31;5
SERGNANO;2016-06-01;8
SERGNANO;2016-06-02;4
SERGNANO;2016-06-03;7
SERGNANO;2016-06-04;2
SERGNANO;2016-06-05;1
SERGNANO;2016-06-06;6
SERGNANO;2016-06-07;11
SERGNANO;2016-06-08;5
SERGNANO;2016-06-09;5
SERGNANO;2016-06-10;7
SERGNANO;2016-06-11;3
SERGNANO;2016-06-12;1
SERGNANO;2016-06-13;4
SERGNANO;2016-06-14;7
SERGNANO;2016-06-15;9
SERGNANO;2016-06-16;8
SERGNANO;2016-06-17;3
SERGNANO;2016-06-18;6
SERGNANO;2016-06-21;1
SERGNANO;2016-06-22;7
SERGNANO;2016-06-23;5
SERGNANO;2016-06-24;2
SERGNANO;2016-06-25;7
SERGNANO;2016-06-27;8
SERGNANO;2016-06-28;1
SERGNANO;2016-06-29;11
SERGNANO;2016-06-30;3
SERGNANO;2016-07-01;5
SERGNANO;2016-07-02;3
SERGNANO;2016-07-03;3
SERGNANO;2016-07-04;2
SERGNANO;2016-07-05;5
SERGNANO;2016-07-06;4
SERGNANO;2016-07-07;5
SERGNANO;2016-07-08;3
SERGNANO;2016-07-09;11
SERGNANO;2016-07-11;3
SERGNANO;2016-07-12;11
SERGNANO;2016-07-13;4
SERGNANO;2016-07-14;1
SERGNANO;2016-07-15;7
SERGNANO;2016-07-16;5
SERGNANO;2016-07-18;3
SERGNANO;2016-07-19;9
SERGNANO;2016-07-20;3
SERGNANO;2016-07-21;3
SERGNANO;2016-07-22;5
SERGNANO;2016-07-23;4
SERGNANO;2016-07-25;4
SERGNANO;2016-07-26;8
SERGNANO;2016-07-27;3
SERGNANO;2016-07-28;4
SERGNANO;2016-07-29;7
SERGNANO;2016-07-30;7
SERGNANO;2016-07-31;1
SERGNANO;2016-08-01;4
SERGNANO;2016-08-02;5
SERGNANO;2016-08-03;4
SERGNANO;2016-08-04;1
SERGNANO;2016-08-13;1
SERGNANO;2016-08-14;1
SERGNANO;2016-08-18;1
SERGNANO;2016-08-19;1
SERGNANO;2016-08-22;7
SERGNANO;2016-08-23;19
SERGNANO;2016-08-24;4
SERGNANO;2016-08-25;4
SERGNANO;2016-08-26;9
SERGNANO;2016-08-30;2
SERGNANO;2016-08-31;2
SERGNANO;2016-09-01;4
SERGNANO;2016-09-02;8
SERGNANO;2016-09-03;4
SERGNANO;2016-09-05;4
SERGNANO;2016-09-06;4
SERGNANO;2016-09-07;5
SERGNANO;2016-09-08;3
SERGNANO;2016-09-09;7
SERGNANO;2016-09-10;1
SERGNANO;2016-09-11;3
SERGNANO;2016-09-12;4
SERGNANO;2016-09-13;8
SERGNANO;2016-09-14;4
SERGNANO;2016-09-15;3
SERGNANO;2016-09-16;10
SERGNANO;2016-09-17;4
SERGNANO;2016-09-19;7
SERGNANO;2016-09-20;3
SERGNANO;2016-09-21;2
SERGNANO;2016-09-22;2
SERGNANO;2016-09-23;6
SERGNANO;2016-09-24;6
SERGNANO;2016-09-26;8
SERGNANO;2016-09-27;8
SERGNANO;2016-09-28;8
SERGNANO;2016-09-29;7
SERGNANO;2016-09-30;3
SERGNANO;2016-10-01;4
SERGNANO;2016-10-03;3
SERGNANO;2016-10-04;7
SERGNANO;2016-10-05;5
SERGNANO;2016-10-06;8
SERGNANO;2016-10-07;7
SERGNANO;2016-10-08;4
SERGNANO;2016-10-10;8
SERGNANO;2016-10-11;4
SERGNANO;2016-10-12;7
SERGNANO;2016-10-13;10
SERGNANO;2016-10-14;3
SERGNANO;2016-10-15;7
SERGNANO;2016-10-17;1
SERGNANO;2016-10-18;5
SERGNANO;2016-10-19;6
SERGNANO;2016-10-20;2
SERGNANO;2016-10-21;12
SERGNANO;2016-10-22;3
SERGNANO;2016-10-23;1
SERGNANO;2016-10-24;4
SERGNANO;2016-10-26;2
SERGNANO;2016-10-27;2
SERGNANO;2016-10-28;2
SERGNANO;2016-10-29;3
SERGNANO;2016-10-31;5
SERGNANO;2016-11-02;5
SERGNANO;2016-11-03;12
SERGNANO;2016-11-04;6
SERGNANO;2016-11-05;6
SERGNANO;2016-11-06;1
SERGNANO;2016-11-07;6
SERGNANO;2016-11-08;4
SERGNANO;2016-11-09;2
SERGNANO;2016-11-10;3
SERGNANO;2016-11-11;5
SERGNANO;2016-11-14;3
SERGNANO;2016-11-15;9
SERGNANO;2016-11-16;3
SERGNANO;2016-11-17;7
SERGNANO;2016-11-18;7
SERGNANO;2016-11-19;5
SERGNANO;2016-11-20;1
SERGNANO;2016-11-21;10
SERGNANO;2016-11-22;6
SERGNANO;2016-11-23;4
SERGNANO;2016-11-24;7
SERGNANO;2016-11-25;4
SERGNANO;2016-11-26;2
SERGNANO;2016-11-28;2
SERGNANO;2016-11-29;9
SERGNANO;2016-11-30;5
SERGNANO;2016-12-01;5
SERGNANO;2016-12-02;4
SERGNANO;2016-12-03;5
SERGNANO;2016-12-04;1
SERGNANO;2016-12-05;3
SERGNANO;2016-12-06;4
SERGNANO;2016-12-07;3
SERGNANO;2016-12-08;2
SERGNANO;2016-12-09;4
SERGNANO;2016-12-10;4
SERGNANO;2016-12-11;1
SERGNANO;2016-12-12;5
SERGNANO;2016-12-13;11
SERGNANO;2016-12-14;8
SERGNANO;2016-12-16;4
SERGNANO;2016-12-17;6
SERGNANO;2016-12-18;1
SERGNANO;2016-12-19;3
SERGNANO;2016-12-20;4
SERGNANO;2016-12-21;5
SERGNANO;2016-12-22;2
SERGNANO;2016-12-23;1
SERGNANO;2016-12-24;1
SERGNANO;2016-12-26;5
SERGNANO;2016-12-27;5
SERGNANO;2016-12-28;4
SERGNANO;2016-12-29;1
SERGNANO;2016-12-30;3
SERGNANO;2016-12-31;3
SERGNANO;2017-01-02;1
SERGNANO;2017-01-04;1
SERGNANO;2017-01-05;1
SERGNANO;2017-01-06;1
SERGNANO;2017-01-09;2
SERGNANO;2017-01-10;11
SERGNANO;2017-01-11;2
SERGNANO;2017-01-12;4
SERGNANO;2017-01-13;2
SERGNANO;2017-01-14;6
SERGNANO;2017-01-15;1
SERGNANO;2017-01-16;4
SERGNANO;2017-01-17;6
SERGNANO;2017-01-18;9
SERGNANO;2017-01-19;4
SERGNANO;2017-01-20;5
SERGNANO;2017-01-21;1
SERGNANO;2017-01-23;1
SERGNANO;2017-01-24;3
SERGNANO;2017-01-25;9
SERGNANO;2017-01-26;2
SERGNANO;2017-01-27;3
SERGNANO;2017-01-28;4
SERGNANO;2017-01-29;2
SERGNANO;2017-01-30;12
SERGNANO;2017-01-31;9
SERGNANO;2017-02-01;6
SERGNANO;2017-02-02;5
SERGNANO;2017-02-03;5
SERGNANO;2017-02-04;5
SERGNANO;2017-02-06;5
SERGNANO;2017-02-07;8
SERGNANO;2017-02-08;5
SERGNANO;2017-02-09;6
SERGNANO;2017-02-10;5
SERGNANO;2017-02-11;5
SERGNANO;2017-02-12;2
SERGNANO;2017-02-13;6
SERGNANO;2017-02-14;4
SERGNANO;2017-02-15;4
SERGNANO;2017-02-16;5
SERGNANO;2017-02-17;2
SERGNANO;2017-02-18;3
SERGNANO;2017-02-19;2
SERGNANO;2017-02-20;8
SERGNANO;2017-02-21;3
SERGNANO;2017-02-22;4
SERGNANO;2017-02-23;1
SERGNANO;2017-02-24;4
SERGNANO;2017-02-25;6
SERGNANO;2017-02-26;1
SERGNANO;2017-02-27;5
SERGNANO;2017-02-28;7
SERGNANO;2017-03-01;7
SERGNANO;2017-03-02;11
SERGNANO;2017-03-03;10
SERGNANO;2017-03-04;7
SERGNANO;2017-03-05;3
SERGNANO;2017-03-06;8
SERGNANO;2017-03-07;2
SERGNANO;2017-03-08;4
SERGNANO;2017-03-09;7
SERGNANO;2017-03-10;3
SERGNANO;2017-03-11;2
SERGNANO;2017-03-12;3
SERGNANO;2017-03-13;3
SERGNANO;2017-03-14;11
SERGNANO;2017-03-15;7
SERGNANO;2017-03-16;3
