;data_richiesta;biblioteca_destinazione
CASTELLEONE;2016-03-31;17
CASTELLEONE;2016-04-01;11
CASTELLEONE;2016-04-02;3
CASTELLEONE;2016-04-03;2
CASTELLEONE;2016-04-04;10
CASTELLEONE;2016-04-05;11
CASTELLEONE;2016-04-06;4
CASTELLEONE;2016-04-07;10
CASTELLEONE;2016-04-08;8
CASTELLEONE;2016-04-09;3
CASTELLEONE;2016-04-11;10
CASTELLEONE;2016-04-12;9
CASTELLEONE;2016-04-13;10
CASTELLEONE;2016-04-14;3
CASTELLEONE;2016-04-15;12
CASTELLEONE;2016-04-16;7
CASTELLEONE;2016-04-17;2
CASTELLEONE;2016-04-18;8
CASTELLEONE;2016-04-19;9
CASTELLEONE;2016-04-20;11
CASTELLEONE;2016-04-21;6
CASTELLEONE;2016-04-22;5
CASTELLEONE;2016-04-23;10
CASTELLEONE;2016-04-24;5
CASTELLEONE;2016-04-25;2
CASTELLEONE;2016-04-26;9
CASTELLEONE;2016-04-27;12
CASTELLEONE;2016-04-28;9
CASTELLEONE;2016-04-29;6
CASTELLEONE;2016-04-30;3
CASTELLEONE;2016-05-01;1
CASTELLEONE;2016-05-02;16
CASTELLEONE;2016-05-03;10
CASTELLEONE;2016-05-04;17
CASTELLEONE;2016-05-05;5
CASTELLEONE;2016-05-06;1
CASTELLEONE;2016-05-07;6
CASTELLEONE;2016-05-08;1
CASTELLEONE;2016-05-09;10
CASTELLEONE;2016-05-10;4
CASTELLEONE;2016-05-11;5
CASTELLEONE;2016-05-12;9
CASTELLEONE;2016-05-13;8
CASTELLEONE;2016-05-14;4
CASTELLEONE;2016-05-16;10
CASTELLEONE;2016-05-17;10
CASTELLEONE;2016-05-18;10
CASTELLEONE;2016-05-19;8
CASTELLEONE;2016-05-20;7
CASTELLEONE;2016-05-21;6
CASTELLEONE;2016-05-22;1
CASTELLEONE;2016-05-23;5
CASTELLEONE;2016-05-24;10
CASTELLEONE;2016-05-25;5
CASTELLEONE;2016-05-26;3
CASTELLEONE;2016-05-27;4
CASTELLEONE;2016-05-28;4
CASTELLEONE;2016-05-29;2
CASTELLEONE;2016-05-30;5
CASTELLEONE;2016-05-31;14
CASTELLEONE;2016-06-01;21
CASTELLEONE;2016-06-02;1
CASTELLEONE;2016-06-03;8
CASTELLEONE;2016-06-04;2
CASTELLEONE;2016-06-05;2
CASTELLEONE;2016-06-06;11
CASTELLEONE;2016-06-07;11
CASTELLEONE;2016-06-08;18
CASTELLEONE;2016-06-09;11
CASTELLEONE;2016-06-10;17
CASTELLEONE;2016-06-11;9
CASTELLEONE;2016-06-12;3
CASTELLEONE;2016-06-13;10
CASTELLEONE;2016-06-14;9
CASTELLEONE;2016-06-15;25
CASTELLEONE;2016-06-16;7
CASTELLEONE;2016-06-17;10
CASTELLEONE;2016-06-18;6
CASTELLEONE;2016-06-20;4
CASTELLEONE;2016-06-21;19
CASTELLEONE;2016-06-22;14
CASTELLEONE;2016-06-23;10
CASTELLEONE;2016-06-24;5
CASTELLEONE;2016-06-25;2
CASTELLEONE;2016-06-26;2
CASTELLEONE;2016-06-27;3
CASTELLEONE;2016-06-28;9
CASTELLEONE;2016-06-29;2
CASTELLEONE;2016-06-30;7
CASTELLEONE;2016-07-01;4
CASTELLEONE;2016-07-02;5
CASTELLEONE;2016-07-03;4
CASTELLEONE;2016-07-04;1
CASTELLEONE;2016-07-05;8
CASTELLEONE;2016-07-06;3
CASTELLEONE;2016-07-07;3
CASTELLEONE;2016-07-08;1
CASTELLEONE;2016-07-09;1
CASTELLEONE;2016-07-10;1
CASTELLEONE;2016-07-11;8
CASTELLEONE;2016-07-12;5
CASTELLEONE;2016-07-13;12
CASTELLEONE;2016-07-14;6
CASTELLEONE;2016-07-15;10
CASTELLEONE;2016-07-16;7
CASTELLEONE;2016-07-17;1
CASTELLEONE;2016-07-18;14
CASTELLEONE;2016-07-19;15
CASTELLEONE;2016-07-20;16
CASTELLEONE;2016-07-21;16
CASTELLEONE;2016-07-22;10
CASTELLEONE;2016-07-23;7
CASTELLEONE;2016-07-25;18
CASTELLEONE;2016-07-26;13
CASTELLEONE;2016-07-27;4
CASTELLEONE;2016-07-28;7
CASTELLEONE;2016-07-29;7
CASTELLEONE;2016-07-30;3
CASTELLEONE;2016-07-31;1
CASTELLEONE;2016-08-01;11
CASTELLEONE;2016-08-02;10
CASTELLEONE;2016-08-03;13
CASTELLEONE;2016-08-04;3
CASTELLEONE;2016-08-05;12
CASTELLEONE;2016-08-06;3
CASTELLEONE;2016-08-07;3
CASTELLEONE;2016-08-08;5
CASTELLEONE;2016-08-09;4
CASTELLEONE;2016-08-10;8
CASTELLEONE;2016-08-11;7
CASTELLEONE;2016-08-12;4
CASTELLEONE;2016-08-13;2
CASTELLEONE;2016-08-14;1
CASTELLEONE;2016-08-16;4
CASTELLEONE;2016-08-17;3
CASTELLEONE;2016-08-18;5
CASTELLEONE;2016-08-19;4
CASTELLEONE;2016-08-20;5
CASTELLEONE;2016-08-22;16
CASTELLEONE;2016-08-23;10
CASTELLEONE;2016-08-24;10
CASTELLEONE;2016-08-25;10
CASTELLEONE;2016-08-26;4
CASTELLEONE;2016-08-27;5
CASTELLEONE;2016-08-29;2
CASTELLEONE;2016-08-30;7
CASTELLEONE;2016-08-31;7
CASTELLEONE;2016-09-01;10
CASTELLEONE;2016-09-02;14
CASTELLEONE;2016-09-03;6
CASTELLEONE;2016-09-04;3
CASTELLEONE;2016-09-05;5
CASTELLEONE;2016-09-06;9
CASTELLEONE;2016-09-07;5
CASTELLEONE;2016-09-08;7
CASTELLEONE;2016-09-09;13
CASTELLEONE;2016-09-10;12
CASTELLEONE;2016-09-12;8
CASTELLEONE;2016-09-13;11
CASTELLEONE;2016-09-14;7
CASTELLEONE;2016-09-15;13
CASTELLEONE;2016-09-16;6
CASTELLEONE;2016-09-17;4
CASTELLEONE;2016-09-18;1
CASTELLEONE;2016-09-19;9
CASTELLEONE;2016-09-20;12
CASTELLEONE;2016-09-21;13
CASTELLEONE;2016-09-22;2
CASTELLEONE;2016-09-23;10
CASTELLEONE;2016-09-24;9
CASTELLEONE;2016-09-25;2
CASTELLEONE;2016-09-26;6
CASTELLEONE;2016-09-27;8
CASTELLEONE;2016-09-28;11
CASTELLEONE;2016-09-29;2
CASTELLEONE;2016-09-30;4
CASTELLEONE;2016-10-01;2
CASTELLEONE;2016-10-02;2
CASTELLEONE;2016-10-03;7
CASTELLEONE;2016-10-04;9
CASTELLEONE;2016-10-05;10
CASTELLEONE;2016-10-06;11
CASTELLEONE;2016-10-07;10
CASTELLEONE;2016-10-08;9
CASTELLEONE;2016-10-09;2
CASTELLEONE;2016-10-10;12
CASTELLEONE;2016-10-11;7
CASTELLEONE;2016-10-12;12
CASTELLEONE;2016-10-13;9
CASTELLEONE;2016-10-14;10
CASTELLEONE;2016-10-15;6
CASTELLEONE;2016-10-17;13
CASTELLEONE;2016-10-18;9
CASTELLEONE;2016-10-19;12
CASTELLEONE;2016-10-20;17
CASTELLEONE;2016-10-21;16
CASTELLEONE;2016-10-22;7
CASTELLEONE;2016-10-23;3
CASTELLEONE;2016-10-24;8
CASTELLEONE;2016-10-25;9
CASTELLEONE;2016-10-26;12
CASTELLEONE;2016-10-27;15
CASTELLEONE;2016-10-28;5
CASTELLEONE;2016-10-29;6
CASTELLEONE;2016-10-30;1
CASTELLEONE;2016-10-31;4
CASTELLEONE;2016-11-01;4
CASTELLEONE;2016-11-02;11
CASTELLEONE;2016-11-03;7
CASTELLEONE;2016-11-04;6
CASTELLEONE;2016-11-05;6
CASTELLEONE;2016-11-06;2
CASTELLEONE;2016-11-07;5
CASTELLEONE;2016-11-08;10
CASTELLEONE;2016-11-09;9
CASTELLEONE;2016-11-10;15
CASTELLEONE;2016-11-11;5
CASTELLEONE;2016-11-14;18
CASTELLEONE;2016-11-15;14
CASTELLEONE;2016-11-16;12
CASTELLEONE;2016-11-17;10
CASTELLEONE;2016-11-18;10
CASTELLEONE;2016-11-19;10
CASTELLEONE;2016-11-20;5
CASTELLEONE;2016-11-21;9
CASTELLEONE;2016-11-22;17
CASTELLEONE;2016-11-23;12
CASTELLEONE;2016-11-24;10
CASTELLEONE;2016-11-25;11
CASTELLEONE;2016-11-26;6
CASTELLEONE;2016-11-28;5
CASTELLEONE;2016-11-29;12
CASTELLEONE;2016-11-30;3
CASTELLEONE;2016-12-01;9
CASTELLEONE;2016-12-02;13
CASTELLEONE;2016-12-03;6
CASTELLEONE;2016-12-04;4
CASTELLEONE;2016-12-05;5
CASTELLEONE;2016-12-06;5
CASTELLEONE;2016-12-07;12
CASTELLEONE;2016-12-09;5
CASTELLEONE;2016-12-10;7
CASTELLEONE;2016-12-11;7
CASTELLEONE;2016-12-12;9
CASTELLEONE;2016-12-13;11
CASTELLEONE;2016-12-14;11
CASTELLEONE;2016-12-15;13
CASTELLEONE;2016-12-16;7
CASTELLEONE;2016-12-17;7
CASTELLEONE;2016-12-18;5
CASTELLEONE;2016-12-19;6
CASTELLEONE;2016-12-20;11
CASTELLEONE;2016-12-21;3
CASTELLEONE;2016-12-22;4
CASTELLEONE;2016-12-23;4
CASTELLEONE;2016-12-24;2
CASTELLEONE;2016-12-26;1
CASTELLEONE;2016-12-27;7
CASTELLEONE;2016-12-28;11
CASTELLEONE;2016-12-29;8
CASTELLEONE;2016-12-30;3
CASTELLEONE;2016-12-31;2
CASTELLEONE;2017-01-02;7
CASTELLEONE;2017-01-03;5
CASTELLEONE;2017-01-04;6
CASTELLEONE;2017-01-05;13
CASTELLEONE;2017-01-07;7
CASTELLEONE;2017-01-08;1
CASTELLEONE;2017-01-09;11
CASTELLEONE;2017-01-10;9
CASTELLEONE;2017-01-11;6
CASTELLEONE;2017-01-12;12
CASTELLEONE;2017-01-13;9
CASTELLEONE;2017-01-14;6
CASTELLEONE;2017-01-15;2
CASTELLEONE;2017-01-16;6
CASTELLEONE;2017-01-17;10
CASTELLEONE;2017-01-18;12
CASTELLEONE;2017-01-19;8
CASTELLEONE;2017-01-20;3
CASTELLEONE;2017-01-21;4
CASTELLEONE;2017-01-22;3
CASTELLEONE;2017-01-23;7
CASTELLEONE;2017-01-24;10
CASTELLEONE;2017-01-25;4
CASTELLEONE;2017-01-26;14
CASTELLEONE;2017-01-27;12
CASTELLEONE;2017-01-28;6
CASTELLEONE;2017-01-30;5
CASTELLEONE;2017-01-31;9
CASTELLEONE;2017-02-01;15
CASTELLEONE;2017-02-02;9
CASTELLEONE;2017-02-03;14
CASTELLEONE;2017-02-04;7
CASTELLEONE;2017-02-05;3
CASTELLEONE;2017-02-06;11
CASTELLEONE;2017-02-07;15
CASTELLEONE;2017-02-08;9
CASTELLEONE;2017-02-09;8
CASTELLEONE;2017-02-10;8
CASTELLEONE;2017-02-11;7
CASTELLEONE;2017-02-12;1
CASTELLEONE;2017-02-13;8
CASTELLEONE;2017-02-14;13
CASTELLEONE;2017-02-15;11
CASTELLEONE;2017-02-16;11
CASTELLEONE;2017-02-17;7
CASTELLEONE;2017-02-18;2
CASTELLEONE;2017-02-19;3
CASTELLEONE;2017-02-20;9
CASTELLEONE;2017-02-21;14
CASTELLEONE;2017-02-22;10
CASTELLEONE;2017-02-23;4
CASTELLEONE;2017-02-24;9
CASTELLEONE;2017-02-25;2
CASTELLEONE;2017-02-27;8
CASTELLEONE;2017-02-28;14
CASTELLEONE;2017-03-01;7
CASTELLEONE;2017-03-02;9
CASTELLEONE;2017-03-03;10
CASTELLEONE;2017-03-04;2
CASTELLEONE;2017-03-05;1
CASTELLEONE;2017-03-06;10
CASTELLEONE;2017-03-07;9
CASTELLEONE;2017-03-08;7
CASTELLEONE;2017-03-09;9
CASTELLEONE;2017-03-10;9
CASTELLEONE;2017-03-11;7
CASTELLEONE;2017-03-13;6
CASTELLEONE;2017-03-14;11
CASTELLEONE;2017-03-15;8
CASTELLEONE;2017-03-16;8
CASTELLEONE;2017-03-17;6
CASTELLEONE;2017-03-18;6
CASTELLEONE;2017-03-19;2
CASTELLEONE;2017-03-20;10
CASTELLEONE;2017-03-21;9
CASTELLEONE;2017-03-22;8
CASTELLEONE;2017-03-23;14
CASTELLEONE;2017-03-24;8
CASTELLEONE;2017-03-25;7
CASTELLEONE;2017-03-26;2
CASTELLEONE;2017-03-27;5
CASTELLEONE;2017-03-28;15
CASTELLEONE;2017-03-29;5
CASTELLEONE;2017-03-30;10
CASTELLEONE;2017-03-31;10
CASTELLEONE;2017-04-01;6
CASTELLEONE;2017-04-02;4
CASTELLEONE;2017-04-03;4
CASTELLEONE;2017-04-04;13
CASTELLEONE;2017-04-05;11
CASTELLEONE;2017-04-06;6
CASTELLEONE;2017-04-07;7
CASTELLEONE;2017-04-08;4
CASTELLEONE;2017-04-09;2
CASTELLEONE;2017-04-10;6
CASTELLEONE;2017-04-11;5
CASTELLEONE;2017-04-12;11
CASTELLEONE;2017-04-13;3
CASTELLEONE;2017-04-14;2
CASTELLEONE;2017-04-15;2
CASTELLEONE;2017-04-16;2
CASTELLEONE;2017-04-17;2
CASTELLEONE;2017-04-18;9
CASTELLEONE;2017-04-19;5
CASTELLEONE;2017-04-20;14
CASTELLEONE;2017-04-21;10
CASTELLEONE;2017-04-22;6
CASTELLEONE;2017-04-23;5
CASTELLEONE;2017-04-24;4
CASTELLEONE;2017-04-25;1
CASTELLEONE;2017-04-26;12
CASTELLEONE;2017-04-27;21
CASTELLEONE;2017-04-28;9
CASTELLEONE;2017-04-29;10
CASTELLEONE;2017-04-30;2
CASTELLEONE;2017-05-01;1
CASTELLEONE;2017-05-02;6
CASTELLEONE;2017-05-03;10
CASTELLEONE;2017-05-04;15
CASTELLEONE;2017-05-05;13
CASTELLEONE;2017-05-06;3
CASTELLEONE;2017-05-07;2
CASTELLEONE;2017-05-08;9
CASTELLEONE;2017-05-09;9
CASTELLEONE;2017-05-10;7
CASTELLEONE;2017-05-11;3
CASTELLEONE;2017-05-12;8
CASTELLEONE;2017-05-13;8
CASTELLEONE;2017-05-14;2
CASTELLEONE;2017-05-15;4
CASTELLEONE;2017-05-16;7
CASTELLEONE;2017-05-17;15
CASTELLEONE;2017-05-18;8
CASTELLEONE;2017-05-19;8
CASTELLEONE;2017-05-20;6
CASTELLEONE;2017-05-21;3
CASTELLEONE;2017-05-22;7
CASTELLEONE;2017-05-23;15
CASTELLEONE;2017-05-24;7
CASTELLEONE;2017-05-25;5
CASTELLEONE;2017-05-26;12
CASTELLEONE;2017-05-27;4
CASTELLEONE;2017-05-28;1
CASTELLEONE;2017-05-29;4
CASTELLEONE;2017-05-30;5
CASTELLEONE;2017-05-31;10
CASTELLEONE;2017-06-01;12
CASTELLEONE;2017-06-02;1
CASTELLEONE;2017-06-03;3
CASTELLEONE;2017-06-04;1
CASTELLEONE;2017-06-05;12
CASTELLEONE;2017-06-06;13
CASTELLEONE;2017-06-07;12
CASTELLEONE;2017-06-08;9
CASTELLEONE;2017-06-09;14
CASTELLEONE;2017-06-10;9
CASTELLEONE;2017-06-11;1
CASTELLEONE;2017-06-12;10
CASTELLEONE;2017-06-13;7
CASTELLEONE;2017-06-14;14
CASTELLEONE;2017-06-15;6
CASTELLEONE;2017-06-16;17
CASTELLEONE;2017-06-17;3
CASTELLEONE;2017-06-18;5
CASTELLEONE;2017-06-19;6
CASTELLEONE;2017-06-20;18
CASTELLEONE;2017-06-21;12
CASTELLEONE;2017-06-22;9
CASTELLEONE;2017-06-23;8
CASTELLEONE;2017-06-24;3
CASTELLEONE;2017-06-26;10
CASTELLEONE;2017-06-27;15
CASTELLEONE;2017-06-28;10
CASTELLEONE;2017-06-29;14
CASTELLEONE;2017-06-30;7
CASTELLEONE;2017-07-01;9
CASTELLEONE;2017-07-02;1
CASTELLEONE;2017-07-04;6
CASTELLEONE;2017-07-05;9
CASTELLEONE;2017-07-06;9
CASTELLEONE;2017-07-07;14
CASTELLEONE;2017-07-08;5
CASTELLEONE;2017-07-09;1
CASTELLEONE;2017-07-10;10
CASTELLEONE;2017-07-11;11
CASTELLEONE;2017-07-12;6
CASTELLEONE;2017-07-13;9
CASTELLEONE;2017-07-14;10
CASTELLEONE;2017-07-15;4
CASTELLEONE;2017-07-17;5
CASTELLEONE;2017-07-18;12
CASTELLEONE;2017-07-19;12
CASTELLEONE;2017-07-20;5
CASTELLEONE;2017-07-21;12
CASTELLEONE;2017-07-22;8
CASTELLEONE;2017-07-23;1
CASTELLEONE;2017-07-24;6
CASTELLEONE;2017-07-25;11
CASTELLEONE;2017-07-26;11
CASTELLEONE;2017-07-27;9
CASTELLEONE;2017-07-28;3
CASTELLEONE;2017-07-29;7
CASTELLEONE;2017-07-30;1
CASTELLEONE;2017-07-31;5
CASTELLEONE;2017-08-01;6
CASTELLEONE;2017-08-02;8
CASTELLEONE;2017-08-03;8
CASTELLEONE;2017-08-04;5
CASTELLEONE;2017-08-05;5
CASTELLEONE;2017-08-06;1
CASTELLEONE;2017-08-07;4
CASTELLEONE;2017-08-08;7
CASTELLEONE;2017-08-09;5
CASTELLEONE;2017-08-10;7
CASTELLEONE;2017-08-11;9
CASTELLEONE;2017-08-12;3
CASTELLEONE;2017-08-13;1
CASTELLEONE;2017-08-14;5
CASTELLEONE;2017-08-15;1
CASTELLEONE;2017-08-16;10
CASTELLEONE;2017-08-17;5
CASTELLEONE;2017-08-18;1
CASTELLEONE;2017-08-19;1
CASTELLEONE;2017-08-21;11
CASTELLEONE;2017-08-22;11
CASTELLEONE;2017-08-23;10
CASTELLEONE;2017-08-24;10
CASTELLEONE;2017-08-25;8
CASTELLEONE;2017-08-26;11
CASTELLEONE;2017-08-28;11
CASTELLEONE;2017-08-29;21
CASTELLEONE;2017-08-30;8
CASTELLEONE;2017-08-31;14
CASTELLEONE;2017-09-01;4
CASTELLEONE;2017-09-02;11
CASTELLEONE;2017-09-03;2
CASTELLEONE;2017-09-04;6
CASTELLEONE;2017-09-05;17
CASTELLEONE;2017-09-06;15
CASTELLEONE;2017-09-07;4
CASTELLEONE;2017-09-08;12
CASTELLEONE;2017-09-09;8
CASTELLEONE;2017-09-10;3
CASTELLEONE;2017-09-11;10
CASTELLEONE;2017-09-12;10
CASTELLEONE;2017-09-13;16
CASTELLEONE;2017-09-14;13
CASTELLEONE;2017-09-15;10
CASTELLEONE;2017-09-16;9
CASTELLEONE;2017-09-17;2
CASTELLEONE;2017-09-18;6
CASTELLEONE;2017-09-19;5
CASTELLEONE;2017-09-20;12
CASTELLEONE;2017-09-21;5
CASTELLEONE;2017-09-22;7
CASTELLEONE;2017-09-23;8
CASTELLEONE;2017-09-24;4
CASTELLEONE;2017-09-25;7
CASTELLEONE;2017-09-26;11
CASTELLEONE;2017-09-27;12
CASTELLEONE;2017-09-28;8
CASTELLEONE;2017-09-29;7
CASTELLEONE;2017-09-30;7
CASTELLEONE;2017-10-01;3
CASTELLEONE;2017-10-02;14
CASTELLEONE;2017-10-03;7
CASTELLEONE;2017-10-04;11
CASTELLEONE;2017-10-05;9
CASTELLEONE;2017-10-06;5
CASTELLEONE;2017-10-07;11
CASTELLEONE;2017-10-08;4
CASTELLEONE;2017-10-09;14
CASTELLEONE;2017-10-10;7
CASTELLEONE;2017-10-11;8
CASTELLEONE;2017-10-12;7
CASTELLEONE;2017-10-13;13
CASTELLEONE;2017-10-14;5
CASTELLEONE;2017-10-15;1
CASTELLEONE;2017-10-16;11
CASTELLEONE;2017-10-17;7
CASTELLEONE;2017-10-18;5
CASTELLEONE;2017-10-19;8
CASTELLEONE;2017-10-20;6
CASTELLEONE;2017-10-21;12
CASTELLEONE;2017-10-22;2
CASTELLEONE;2017-10-23;5
CASTELLEONE;2017-10-24;12
CASTELLEONE;2017-10-25;13
CASTELLEONE;2017-10-26;9
CASTELLEONE;2017-10-27;7
CASTELLEONE;2017-10-28;5
CASTELLEONE;2017-10-30;3
CASTELLEONE;2017-10-31;9
CASTELLEONE;2017-11-01;2
CASTELLEONE;2017-11-02;10
CASTELLEONE;2017-11-03;12
CASTELLEONE;2017-11-04;12
CASTELLEONE;2017-11-06;8
CASTELLEONE;2017-11-07;10
CASTELLEONE;2017-11-08;10
CASTELLEONE;2017-11-09;9
CASTELLEONE;2017-11-10;5
CASTELLEONE;2017-11-11;3
CASTELLEONE;2017-11-12;1
CASTELLEONE;2017-11-13;2
CASTELLEONE;2017-11-14;13
CASTELLEONE;2017-11-15;10
CASTELLEONE;2017-11-16;16
CASTELLEONE;2017-11-17;10
CASTELLEONE;2017-11-18;9
CASTELLEONE;2017-11-20;2
CASTELLEONE;2017-11-21;15
CASTELLEONE;2017-11-22;6
CASTELLEONE;2017-11-23;6
CASTELLEONE;2017-11-24;14
CASTELLEONE;2017-11-25;4
CASTELLEONE;2017-11-26;1
CASTELLEONE;2017-11-27;5
CASTELLEONE;2017-11-28;11
CASTELLEONE;2017-11-29;10
CASTELLEONE;2017-11-30;10
CASTELLEONE;2017-12-01;15
CASTELLEONE;2017-12-02;2
CASTELLEONE;2017-12-04;3
CASTELLEONE;2017-12-05;10
CASTELLEONE;2017-12-06;12
CASTELLEONE;2017-12-07;4
CASTELLEONE;2017-12-08;3
CASTELLEONE;2017-12-09;1
CASTELLEONE;2017-12-10;1
CASTELLEONE;2017-12-11;10
CASTELLEONE;2017-12-12;14
CASTELLEONE;2017-12-13;9
CASTELLEONE;2017-12-14;12
CASTELLEONE;2017-12-15;8
CASTELLEONE;2017-12-16;8
CASTELLEONE;2017-12-17;2
CASTELLEONE;2017-12-18;7
CASTELLEONE;2017-12-19;9
CASTELLEONE;2017-12-20;11
CASTELLEONE;2017-12-21;2
CASTELLEONE;2017-12-22;8
CASTELLEONE;2017-12-23;2
CASTELLEONE;2017-12-24;4
CASTELLEONE;2017-12-25;1
CASTELLEONE;2017-12-26;1
CASTELLEONE;2017-12-27;4
CASTELLEONE;2017-12-28;4
CASTELLEONE;2017-12-29;4
CASTELLEONE;2017-12-30;2
CASTELLEONE;2018-01-01;1
CASTELLEONE;2018-01-02;8
CASTELLEONE;2018-01-03;8
CASTELLEONE;2018-01-04;8
CASTELLEONE;2018-01-05;12
CASTELLEONE;2018-01-07;1
CASTELLEONE;2018-01-08;13
CASTELLEONE;2018-01-09;20
CASTELLEONE;2018-01-10;13
CASTELLEONE;2018-01-11;13
CASTELLEONE;2018-01-12;11
CASTELLEONE;2018-01-13;9
CASTELLEONE;2018-01-14;1
CASTELLEONE;2018-01-15;12
CASTELLEONE;2018-01-16;9
CASTELLEONE;2018-01-17;15
CASTELLEONE;2018-01-18;9
CASTELLEONE;2018-01-19;7
CASTELLEONE;2018-01-20;8
CASTELLEONE;2018-01-21;1
CASTELLEONE;2018-01-22;6
CASTELLEONE;2018-01-23;14
CASTELLEONE;2018-01-24;10
CASTELLEONE;2018-01-25;14
CASTELLEONE;2018-01-26;5
CASTELLEONE;2018-01-27;5
CASTELLEONE;2018-01-28;1
CASTELLEONE;2018-01-29;8
CASTELLEONE;2018-01-30;8
CASTELLEONE;2018-01-31;14
CASTELLEONE;2018-02-01;9
CASTELLEONE;2018-02-02;9
CASTELLEONE;2018-02-03;7
CASTELLEONE;2018-02-04;1
CASTELLEONE;2018-02-05;11
CASTELLEONE;2018-02-06;15
CASTELLEONE;2018-02-07;8
CASTELLEONE;2018-02-08;7
CASTELLEONE;2018-02-09;15
CASTELLEONE;2018-02-10;10
CASTELLEONE;2018-02-12;4
CASTELLEONE;2018-02-13;9
CASTELLEONE;2018-02-14;13
CASTELLEONE;2018-02-15;6
CASTELLEONE;2018-02-16;4
CASTELLEONE;2018-02-17;8
CASTELLEONE;2018-02-18;3
CASTELLEONE;2018-02-19;9
CASTELLEONE;2018-02-20;11
CASTELLEONE;2018-02-21;12
CASTELLEONE;2018-02-22;10
CASTELLEONE;2018-02-23;6
CASTELLEONE;2018-02-24;7
CASTELLEONE;2018-02-25;1
CASTELLEONE;2018-02-26;9
CASTELLEONE;2018-02-27;8
CASTELLEONE;2018-02-28;13
CASTELLEONE;2018-03-01;8
CASTELLEONE;2018-03-02;4
CASTELLEONE;2018-03-03;6
CASTELLEONE;2018-03-04;5
CASTELLEONE;2018-03-05;8
CASTELLEONE;2018-03-06;8
CASTELLEONE;2018-03-07;11
CASTELLEONE;2018-03-08;10
CASTELLEONE;2018-03-09;8
CASTELLEONE;2018-03-10;5
CASTELLEONE;2018-03-11;2
CASTELLEONE;2018-03-12;3
CASTELLEONE;2018-03-13;9
CASTELLEONE;2018-03-14;9
CASTELLEONE;2018-03-15;7
CASTELLEONE;2018-03-16;14
CASTELLEONE;2018-03-17;5
CASTELLEONE;2018-03-18;1
CASTELLEONE;2018-03-19;5
CASTELLEONE;2018-03-20;9
CASTELLEONE;2018-03-21;9
CASTELLEONE;2018-03-22;8
CASTELLEONE;2018-03-23;11
CASTELLEONE;2018-03-24;10
CASTELLEONE;2018-03-25;2
CASTELLEONE;2018-03-26;5
CASTELLEONE;2018-03-27;12
CASTELLEONE;2018-03-28;3
CASTELLEONE;2018-03-29;9
CASTELLEONE;2018-03-30;9
CASTELLEONE;2018-03-31;5
CASTELLEONE;2018-04-01;1
CASTELLEONE;2018-04-02;4
CASTELLEONE;2018-04-03;7
CASTELLEONE;2018-04-04;7
CASTELLEONE;2018-04-05;7
CASTELLEONE;2018-04-06;8
CASTELLEONE;2018-04-07;2
CASTELLEONE;2018-04-08;4
CASTELLEONE;2018-04-09;4
CASTELLEONE;2018-04-10;9
CASTELLEONE;2018-04-11;9
CASTELLEONE;2018-04-12;8
CASTELLEONE;2018-04-13;6
CASTELLEONE;2018-04-14;3
CASTELLEONE;2018-04-15;2
CASTELLEONE;2018-04-16;8
CASTELLEONE;2018-04-17;7
CASTELLEONE;2018-04-18;12
CASTELLEONE;2018-04-19;6
CASTELLEONE;2018-04-20;8
CASTELLEONE;2018-04-21;5
CASTELLEONE;2018-04-22;6
CASTELLEONE;2018-04-23;6
CASTELLEONE;2018-04-24;5
CASTELLEONE;2018-04-25;1
CASTELLEONE;2018-04-26;13
CASTELLEONE;2018-04-27;6
CASTELLEONE;2018-04-28;6
CASTELLEONE;2018-04-29;2
CASTELLEONE;2018-04-30;3
CASTELLEONE;2018-05-01;1
CASTELLEONE;2018-05-02;14
CASTELLEONE;2018-05-03;11
CASTELLEONE;2018-05-04;11
CASTELLEONE;2018-05-05;4
CASTELLEONE;2018-05-06;1
CASTELLEONE;2018-05-07;6
CASTELLEONE;2018-05-08;10
CASTELLEONE;2018-05-09;9
CASTELLEONE;2018-05-10;10
CASTELLEONE;2018-05-11;2
CASTELLEONE;2018-05-12;10
CASTELLEONE;2018-05-13;1
CASTELLEONE;2018-05-14;9
CASTELLEONE;2018-05-15;6
CASTELLEONE;2018-05-16;9
CASTELLEONE;2018-05-17;11
CASTELLEONE;2018-05-18;13
CASTELLEONE;2018-05-19;6
CASTELLEONE;2018-05-20;1
CASTELLEONE;2018-05-21;7
CASTELLEONE;2018-05-22;7
CASTELLEONE;2018-05-23;16
CASTELLEONE;2018-05-24;7
CASTELLEONE;2018-05-25;8
CASTELLEONE;2018-05-28;7
CASTELLEONE;2018-05-29;11
CASTELLEONE;2018-05-30;6
CASTELLEONE;2018-05-31;7
CASTELLEONE;2018-06-01;4
CASTELLEONE;2018-06-02;4
CASTELLEONE;2018-06-03;1
CASTELLEONE;2018-06-04;7
CASTELLEONE;2018-06-05;5
CASTELLEONE;2018-06-06;11
CASTELLEONE;2018-06-07;11
CASTELLEONE;2018-06-08;11
CASTELLEONE;2018-06-09;6
CASTELLEONE;2018-06-10;1
CASTELLEONE;2018-06-11;6
CASTELLEONE;2018-06-12;11
CASTELLEONE;2018-06-13;13
CASTELLEONE;2018-06-14;11
CASTELLEONE;2018-06-15;13
CASTELLEONE;2018-06-16;11
CASTELLEONE;2018-06-17;3
